1519650599 0 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525327518 0 177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525329270 0 243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525335279 0 326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525335682 0 345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525338763 0 479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525344067 0 484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525349625 0 484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525349659 0 562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525355716 0 607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525359241 0 733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525399904 0 778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525400710 0 793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525416373 0 824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525416669 0 1025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525417407 0 1083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525418295 0 1153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525419422 0 1164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525419704 0 1169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525425038 0 1221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525434060 0 1383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525439671 0 1435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525442249 0 1447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525444587 0 1447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525445867 0 1484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525472334 0 1512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525475052 0 1630 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525475123 0 1635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525478873 0 1958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
