1519650599 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525327518 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525329270 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525335279 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525335682 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525338763 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525344067 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525349625 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525349659 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525355716 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525359241 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525399904 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525400710 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525416373 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525416669 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525417407 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525418295 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525419422 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525419704 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525425038 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525434060 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525439671 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525442249 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1525444587 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
