1567020162 0 0 0 0 201 0 0
1574659313 0 0 0 0 252 0 0
1575185542 0 0 0 0 314 0 0
1575185610 0 0 0 0 314 0 0
1575186593 0 0 0 14 314 0 0
1575188259 0 0 0 48 314 0 0
1575191895 0 0 0 103 314 0 0
1575193644 0 0 0 146 314 0 0
1575197693 0 0 0 260 314 0 0
1575274918 0 0 0 288 314 0 0
1575323344 0 0 0 440 314 0 0
1575404398 0 0 0 441 314 0 0
1575404432 31 0 0 441 314 0 0
1575580016 39 0 0 441 314 0 0
1575580064 57 0 0 441 314 0 0
1575580164 58 0 0 441 314 0 0
1575581208 58 0 0 441 314 0 4
1575869488 169 0 0 441 314 0 4
1575871913 203 0 0 441 314 0 4
1575965526 274 0 0 441 314 0 4
1575965589 412 0 0 441 314 0 4
1576120555 456 0 0 441 314 0 4
1576120676 483 0 0 441 314 0 4
1576123847 515 0 0 441 314 0 4
1576185898 518 0 0 441 314 0 4
1576187223 605 0 0 441 314 0 4
1576396207 722 0 0 441 314 0 4
1576396495 750 0 0 441 314 0 4
1576560204 887 0 0 441 314 0 4
1576639294 945 0 0 441 314 0 4
1576692268 1076 0 0 441 314 0 4
1576726589 1126 0 0 441 314 0 4
1577167671 1130 0 0 441 314 0 4
1577167732 1163 0 0 441 314 0 4
1577168979 1256 0 0 441 314 0 4
1577170501 1266 0 0 441 314 0 4
1577352326 1301 0 0 441 314 0 4
1577352390 1304 0 0 441 314 0 4
1577364327 1715 0 0 441 314 0 4
1577823296 1728 0 0 441 314 0 4
1578615128 1780 0 0 441 314 0 4
1578626283 1781 0 0 441 314 0 4
1578909409 1782 0 0 441 314 0 4
1578955536 1807 0 0 441 314 0 4
1578988302 1850 0 0 441 314 0 4
1579035593 1851 0 0 441 314 0 4
1579124488 1874 0 0 441 314 0 4
1579719368 1878 0 0 441 314 0 4
1586108408 1896 0 0 441 314 0 4
1586109166 1996 0 0 441 314 0 4
1586197249 1997 0 0 441 314 0 4
1586838021 2006 0 0 441 314 0 4
1587069331 2015 0 0 441 314 0 4
1587069356 2073 0 0 441 314 0 4
1587625609 2074 0 0 441 314 0 4
1587625653 2075 0 0 441 314 0 4
1587965732 2076 0 0 441 314 0 4
1587976656 2077 0 0 441 314 0 4
1587976687 2079 0 0 441 314 0 4
1587976711 2085 0 0 441 314 0 4
1587977464 2086 0 0 441 314 0 4
1588050473 2096 0 0 441 314 0 4
1593778196 2107 0 0 441 314 0 4
1594700688 2149 0 0 441 314 0 4
1594787164 2154 0 0 441 314 0 4
1594787200 2160 0 0 441 314 0 4
1595187522 2161 0 0 441 314 0 4
1595188309 2163 0 0 441 314 0 4
1595189987 2167 0 0 441 314 0 4
1601669503 2168 0 0 441 314 0 4
1601670049 2169 0 0 441 314 0 4
1608183173 2169 5 0 441 314 0 4
1610913170 2169 6 0 441 314 0 4
1610945146 2169 12 0 441 314 0 4
1610946400 2169 19 0 441 314 0 4
1612113595 2171 19 0 441 314 0 4
1612115155 2172 19 0 441 314 0 4
1612115668 2174 19 0 441 314 0 4
1612116293 2176 19 0 441 314 0 4
1612117562 2177 19 0 441 314 0 4
1612119007 2178 19 0 441 314 0 4
1612121000 2178 19 0 441 314 0 4
1612121634 2187 19 0 441 314 0 4
1612121716 2200 19 0 441 314 0 4
1612125373 2213 19 0 441 314 0 4
1612242879 2219 19 0 441 314 0 4
1612690952 2882 19 0 441 314 0 4
1612692908 2883 19 0 441 314 0 4
1612723908 2899 19 0 441 314 0 4
1612978767 2904 19 0 441 314 0 4
1625329404 2904 20 0 441 314 0 4
1625329561 2904 22 0 441 314 0 4
1625418087 2904 33 0 441 314 0 4
1625418950 2907 33 0 441 314 0 4
1629086989 2907 33 0 441 314 0 4
1635187811 2907 34 0 441 314 0 4
1636638427 2907 35 0 441 314 0 4
1645907974 2907 42 0 441 314 0 4
1651185938 2907 43 0 441 314 0 4
1664923964 2907 56 0 441 314 0 4
1664924168 2907 57 0 441 314 0 4
1664926475 2907 95 0 441 314 0 4
1664926805 2907 96 0 441 314 0 4
1664931344 2907 98 0 441 314 0 4
1671490637 2907 98 0 441 439 0 4
1671586494 2907 98 0 441 440 0 4
1675889739 2907 104 0 441 440 0 4
1675891629 2907 104 2 441 440 0 4
1675891944 2907 104 3 441 440 0 4
1675891967 2907 104 5 441 440 0 4
1675891981 2907 104 7 441 440 0 4
1676327230 2907 104 8 441 440 0 4
1677518109 2907 104 9 441 440 0 4
1678732334 2907 104 10 441 440 0 4
1679342626 2907 104 12 441 440 0 4
1679927102 2907 104 14 441 440 0 4
1681415048 2907 192 14 441 440 0 4
1686165009 2907 192 14 441 440 57 4
1687367413 2907 192 14 441 440 360 4
