1490718345 0 0 1 0 0 0 0 0 0 0
1491302234 0 0 2 0 0 0 0 0 0 0
1492088641 0 0 3 0 0 0 0 0 0 0
1492088769 0 0 4 0 0 0 0 0 0 0
1493726243 0 0 5 0 0 0 0 0 0 0
1495808286 0 0 6 0 0 0 0 0 0 0
1496174255 0 1 6 0 0 0 0 0 0 0
1496174605 0 2 6 0 0 0 0 0 0 0
1496185949 0 2 7 0 0 0 0 0 0 0
1499169795 0 2 8 0 0 0 0 0 0 0
1499170131 0 2 9 0 0 0 0 0 0 0
1499173035 0 2 10 0 0 0 0 0 0 0
1499173692 0 2 11 0 0 0 0 0 0 0
1507109616 0 2 12 0 0 0 0 0 0 0
1507110004 0 2 13 0 0 0 0 0 0 0
1507114852 0 2 14 0 0 0 0 0 0 0
1509722063 0 2 15 0 0 0 0 0 0 0
1515514287 0 2 16 0 0 0 0 0 0 0
1515522707 0 3 16 0 0 0 0 0 0 0
1516100857 0 3 17 0 0 0 0 0 0 0
1527144558 0 3 18 0 0 0 0 0 0 0
1553069190 0 3 18 0 0 0 1 0 0 0
1553076672 0 4 18 0 0 0 1 0 0 0
1553154476 0 4 18 0 0 0 2 0 0 0
1565701468 0 4 19 0 0 0 2 0 0 0
1565705282 0 4 20 0 0 0 2 0 0 0
1565728953 0 5 20 0 0 0 2 0 0 0
1566552749 0 6 20 0 0 0 2 0 0 0
1566555931 0 7 20 0 0 0 2 0 0 0
1568717146 0 7 21 0 0 0 2 0 0 0
1568764583 0 8 21 0 0 0 2 0 0 0
1573170157 0 9 21 0 0 0 2 0 0 0
1573212301 0 10 21 0 0 0 2 0 0 0
1578051403 0 10 21 0 1 0 2 0 0 0
1578582687 0 10 21 0 2 0 2 0 0 0
1581425895 0 10 21 0 3 0 2 0 0 0
1592474755 0 10 21 0 3 0 2 0 0 1
1592490427 0 11 21 0 3 0 2 0 0 1
1597654304 0 11 21 0 4 0 2 0 0 1
1597657343 0 11 21 0 5 0 2 0 0 1
1597657360 0 11 21 0 6 0 2 0 0 1
1597657930 0 11 21 0 7 0 2 0 0 1
1597658006 0 11 21 0 8 0 2 0 0 1
1597753349 0 11 21 0 9 0 2 0 0 1
1597753458 0 11 21 0 10 0 2 0 0 1
1603236331 0 11 21 0 10 0 2 1 0 1
1603236363 0 11 21 0 10 0 2 2 0 1
1603267962 0 12 21 0 10 0 2 2 0 1
1603268268 0 13 21 0 10 0 2 2 0 1
1603268313 0 14 21 0 10 0 2 2 0 1
1603268461 0 15 21 0 10 0 2 2 0 1
1603268509 0 16 21 0 10 0 2 2 0 1
1635955509 0 16 21 0 10 1 2 2 0 1
1636584167 0 16 21 0 10 2 2 2 0 1
1636619276 0 16 21 0 10 3 2 2 0 1
1642676113 0 16 21 0 10 4 2 2 0 1
1649692507 0 16 21 0 10 4 2 2 1 1
1649752335 0 16 22 0 10 4 2 2 1 1
1654874784 0 16 22 0 10 5 2 2 1 1
1654878214 0 17 22 0 10 5 2 2 1 1
1657530099 0 17 22 0 10 6 2 2 1 1
1657540731 1 17 22 0 10 6 2 2 1 1
1657613942 2 17 22 0 10 6 2 2 1 1
1657615667 3 17 22 0 10 6 2 2 1 1
1657615993 4 17 22 0 10 6 2 2 1 1
1657619625 5 17 22 0 10 6 2 2 1 1
1657642716 6 17 22 0 10 6 2 2 1 1
1657703368 7 17 22 0 10 6 2 2 1 1
1657704909 8 17 22 0 10 6 2 2 1 1
1657785645 9 17 22 0 10 6 2 2 1 1
1661756782 10 17 22 0 10 6 2 2 1 1
1662709199 11 17 22 0 10 6 2 2 1 1
1662712411 12 17 22 0 10 6 2 2 1 1
1663167961 13 17 22 0 10 6 2 2 1 1
1665571754 14 17 22 0 10 6 2 2 1 1
1665571807 15 17 22 0 10 6 2 2 1 1
1665572020 16 17 22 0 10 6 2 2 1 1
1665572123 17 17 22 0 10 6 2 2 1 1
1665572382 18 17 22 0 10 6 2 2 1 1
1665572507 19 17 22 0 10 6 2 2 1 1
1665572651 20 17 22 0 10 6 2 2 1 1
1665573003 21 17 22 0 10 6 2 2 1 1
