1587483865 0 918
1587494104 0 10744
1587494380 0 11230
1587508940 0 11298
1587510590 0 11324
1587510745 0 11325
1587578171 0 11327
1587578501 0 11347
1587579395 0 11405
1587658578 0 11436
1587659424 0 11446
1587749036 0 11598
1589215367 0 11616
1590098645 0 14079
1612378449 0 14098
1612387507 0 14945
1616942872 8 14945
1616945889 35 14945
1618091574 48 14945
1618172834 109 14945
1618177906 188 14945
1618178353 227 14945
1618317314 227 14945
1618318236 268 14945
1618340514 278 14945
1618344174 345 14945
1618349403 348 14945
1618410716 1177 14945
1618415272 1183 14945
1618415354 1183 14945
1618512813 1281 14945
1618598357 1293 14945
1618604018 1296 14945
1619199954 1319 14945
1619539374 1528 14945
1619555123 1630 14945
1619620663 1752 14945
1619732571 1853 14945
1619842381 1966 14945
1619958662 1974 14945
1619992561 2131 14945
1620080320 2315 14945
1620150376 2990 14945
1620162363 3066 14945
1620165680 3157 14945
1620225056 3168 14945
1620226951 3173 14945
1620325913 3218 14945
1620344984 3360 14945
1620401220 3513 14945
1620404794 3838 14945
1620761412 3840 14945
1620761504 3867 14945
1620836490 4371 14945
1620836945 4378 14945
1620842829 4439 14945
1620995266 4450 14945
1621434046 4461 14945
1621954182 4472 14945
1622238680 4476 14945
1622901855 4513 14945
1625494244 4514 14945
1642010681 4534 14945
1644172394 4557 14945
1644172499 4558 14945
1644173439 4580 14945
1650558322 4595 14945
1668696732 4627 14945
1669844748 4659 14945
1670267905 4665 14945
1675101915 5199 14945
1675870114 5886 14945
1675955423 6210 14945
1676474289 6211 14945
1676496042 6212 14945
1676496145 6221 14945
1676560695 6224 14945
1676587238 6244 14945
1676642249 6252 14945
1676645420 6255 14945
1678126275 6258 14945
1680964484 6259 14945
1680966038 6379 14945
1681303929 6396 14945
1681304769 6398 14945
1681312567 6398 14945
1681330944 6398 14945
1683848367 6418 14945
1683893010 6418 14945
1688144654 6426 14945
1688145170 6430 14945
1689768340 6430 14945
