1587483865 0 1
1587494104 0 2
1587494380 0 3
1587508940 0 4
1587510590 0 5
1587510745 0 6
1587578171 0 7
1587578501 0 8
1587579395 0 9
1587658578 0 10
1587659424 0 11
1587749036 0 12
1589215367 0 13
1590098645 0 14
1612378449 0 15
1612387507 0 17
1616942872 1 17
1616945889 2 17
1618091574 3 17
1618172834 4 17
1618177906 6 17
1618178353 8 17
1618317314 9 17
1618318236 10 17
1618340514 11 17
1618344174 12 17
1618349403 13 17
1618410716 14 17
1618415272 15 17
1618415354 16 17
1618512813 17 17
1618598357 18 17
1618604018 19 17
1619199954 20 17
1619539374 21 17
1619555123 22 17
1619620663 23 17
1619732571 24 17
1619842381 25 17
1619958662 26 17
1619992561 27 17
1620080320 28 17
1620150376 29 17
1620162363 30 17
1620165680 31 17
1620225056 32 17
1620226951 33 17
1620325913 34 17
1620344984 35 17
1620401220 36 17
1620404794 37 17
1620761412 38 17
1620761504 39 17
1620836490 40 17
1620836945 41 17
1620842829 42 17
1620995266 43 17
1621434046 44 17
1621954182 45 17
1622238680 46 17
1622901855 48 17
1625494244 49 17
1642010681 50 17
1644172394 51 17
1644172499 52 17
1644173439 53 17
1650558322 54 17
1668696732 55 17
1669844748 56 17
1670267905 57 17
1675101915 58 17
1675870114 60 17
1675955423 66 17
1676474289 67 17
1676496042 68 17
1676496145 69 17
1676560695 70 17
1676587238 71 17
1676642249 72 17
1676645420 73 17
1678126275 74 17
1680964484 75 17
1680966038 76 17
1681303929 77 17
1681304769 78 17
1681312567 79 17
1681330944 80 17
1683848367 81 17
1683893010 82 17
1688144654 83 17
1688145170 84 17
1689768340 85 17
