1650424469 0 0 976 0 0 0
1650428259 0 0 1599 0 0 0
1650480074 0 0 1601 0 0 0
1651015873 0 0 1945 0 0 0
1651266881 0 0 2054 0 0 0
1651511820 0 0 2054 308 0 0
1651858855 0 0 2054 309 0 0
1652501297 0 0 2178 309 0 0
1654028836 0 0 2496 309 0 0
1654104738 70 0 2496 309 0 0
1654275379 199 0 2496 309 0 0
1654297751 263 0 2496 309 0 0
1654906858 442 0 2496 309 0 0
1655303643 451 0 2496 309 0 0
1655444047 454 0 2496 309 0 0
1655444089 464 0 2496 309 0 0
1655784603 475 0 2496 309 0 0
1656029537 475 5 2496 309 0 0
1656385749 481 5 2496 309 0 0
1659043251 484 5 2496 309 0 0
1659044973 490 5 2496 309 0 0
1659071798 493 5 2496 309 0 0
1659152269 496 5 2496 309 0 0
1659153742 502 5 2496 309 0 0
1659374570 505 5 2496 309 0 0
1659481158 714 5 2496 309 0 0
1659639225 776 5 2496 309 0 0
1659711647 776 7 2496 309 0 0
1659711661 776 9 2496 309 0 0
1659711680 776 10 2496 309 0 0
1659732284 776 13 2496 309 0 0
1659916598 783 13 2496 309 0 0
1661276809 783 14 2496 309 0 0
1661575781 838 14 2496 309 0 0
1662053308 838 17 2496 309 0 0
1662059381 844 17 2496 309 0 0
1662849283 844 19 2496 309 0 0
1662956360 844 22 2496 309 0 0
1663133797 851 22 2496 309 0 0
1663624287 851 23 2496 309 0 0
1663918587 851 26 2496 309 0 0
1663971295 851 35 2496 309 0 0
1664214701 851 35 2496 309 0 0
1664232388 851 38 2496 309 0 0
1664232396 851 41 2496 309 0 0
1664838766 854 41 2496 309 0 0
1664929380 854 44 2496 309 0 0
1665158904 854 46 2496 309 0 0
1665183102 854 55 2496 309 0 0
1666281624 854 55 2496 310 0 0
1667435220 1123 55 2496 310 0 0
1667455456 1126 55 2496 310 0 0
1667457845 1157 55 2496 310 0 0
1667493632 1160 55 2496 310 0 0
1667594619 1163 55 2496 310 0 0
1667893732 1169 55 2496 310 0 0
1668804590 1172 55 2496 310 0 0
1668812035 1178 55 2496 310 0 0
1668965659 1180 55 2496 310 0 0
1669255426 1184 55 2496 310 0 0
1670110172 1187 55 2496 310 0 0
1670112247 1193 55 2496 310 0 0
1672817837 1195 55 2496 310 0 0
1672818840 1203 55 2496 310 0 0
1673848313 1204 55 2496 310 0 0
1674036485 1210 55 2496 310 0 0
1675316364 1230 55 2496 310 0 0
1675317816 1236 55 2496 310 0 0
1675562488 1236 55 2496 310 0 2
1675784444 1288 55 2496 310 0 2
1675884779 1288 55 2496 310 0 2
1675900474 1288 55 2496 310 0 2
1675900680 1297 55 2496 310 0 2
1675904778 1320 55 2496 310 0 2
1675989066 1320 55 2505 310 0 2
1676084647 1324 55 2505 310 0 2
1676742180 1337 55 2505 310 0 2
1677143111 1340 55 2505 310 0 2
1677957468 1342 55 2505 310 0 2
1678227267 1343 55 2505 310 0 2
1679428081 1729 55 2505 310 0 2
1679434260 1739 55 2505 310 0 2
1679624390 1750 55 2505 310 0 2
1680459064 1750 55 2598 310 0 2
1686698584 1750 55 2598 310 55 2
1688443079 1754 55 2598 310 55 2
1688445630 1755 55 2598 310 55 2
