1650424469 0 0 1 0 0 0
1650428259 0 0 2 0 0 0
1650480074 0 0 3 0 0 0
1651015873 0 0 4 0 0 0
1651266881 0 0 5 0 0 0
1651511820 0 0 5 1 0 0
1651858855 0 0 5 2 0 0
1652501297 0 0 6 2 0 0
1654028836 0 0 7 2 0 0
1654104738 1 0 7 2 0 0
1654275379 2 0 7 2 0 0
1654297751 3 0 7 2 0 0
1654906858 4 0 7 2 0 0
1655303643 5 0 7 2 0 0
1655444047 6 0 7 2 0 0
1655444089 7 0 7 2 0 0
1655784603 8 0 7 2 0 0
1656029537 8 1 7 2 0 0
1656385749 9 1 7 2 0 0
1659043251 10 1 7 2 0 0
1659044973 11 1 7 2 0 0
1659071798 12 1 7 2 0 0
1659152269 13 1 7 2 0 0
1659153742 14 1 7 2 0 0
1659374570 15 1 7 2 0 0
1659481158 16 1 7 2 0 0
1659639225 17 1 7 2 0 0
1659711647 17 2 7 2 0 0
1659711661 17 3 7 2 0 0
1659711680 17 4 7 2 0 0
1659732284 17 5 7 2 0 0
1659916598 18 5 7 2 0 0
1661276809 18 6 7 2 0 0
1661575781 19 6 7 2 0 0
1662053308 19 7 7 2 0 0
1662059381 20 7 7 2 0 0
1662849283 20 8 7 2 0 0
1662956360 20 9 7 2 0 0
1663133797 21 9 7 2 0 0
1663624287 21 10 7 2 0 0
1663918587 21 11 7 2 0 0
1663971295 21 12 7 2 0 0
1664214701 21 12 7 2 1 0
1664232388 21 13 7 2 1 0
1664232396 21 14 7 2 1 0
1664838766 22 14 7 2 1 0
1664929380 22 15 7 2 1 0
1665158904 22 16 7 2 1 0
1665183102 22 17 7 2 1 0
1666281624 22 17 7 3 1 0
1667435220 23 17 7 3 1 0
1667455456 24 17 7 3 1 0
1667457845 25 17 7 3 1 0
1667493632 26 17 7 3 1 0
1667594619 27 17 7 3 1 0
1667893732 28 17 7 3 1 0
1668804590 29 17 7 3 1 0
1668812035 30 17 7 3 1 0
1668965659 31 17 7 3 1 0
1669255426 32 17 7 3 1 0
1670110172 33 17 7 3 1 0
1670112247 34 17 7 3 1 0
1672817837 35 17 7 3 1 0
1672818840 36 17 7 3 1 0
1673848313 37 17 7 3 1 0
1674036485 38 17 7 3 1 0
1675316364 39 17 7 3 1 0
1675317816 40 17 7 3 1 0
1675562488 40 17 7 3 1 1
1675784444 41 17 7 3 1 1
1675884779 42 17 7 3 1 1
1675900474 43 17 7 3 1 1
1675900680 44 17 7 3 1 1
1675904778 45 17 7 3 1 1
1675989066 45 17 8 3 1 1
1676084647 46 17 8 3 1 1
1676742180 47 17 8 3 1 1
1677143111 48 17 8 3 1 1
1677957468 49 17 8 3 1 1
1678227267 50 17 8 3 1 1
1679428081 51 17 8 3 1 1
1679434260 52 17 8 3 1 1
1679624390 53 17 8 3 1 1
1680459064 53 17 9 3 1 1
1686698584 53 17 9 3 2 1
1688443079 54 17 9 3 2 1
1688445630 55 17 9 3 2 1
