1635623999 203 0 0 0
1635710849 833 0 0 0
1635711410 834 0 0 0
1635882796 891 0 0 0
1638821179 945 0 0 0
1638823748 948 0 0 0
1638825008 951 0 0 0
1639178665 2381 0 0 0
1639515473 3334 0 0 0
1639611138 3714 0 0 0
1639699383 4296 0 0 0
1639764447 4447 0 0 0
1639768539 4489 0 0 0
1639774679 4522 0 0 0
1639774755 4523 0 0 0
1639775457 4525 0 0 0
1639775583 4526 0 0 0
1639937299 5165 0 0 0
1640108816 5329 0 0 0
1640196456 5551 0 0 0
1640290331 6324 0 0 0
1640310208 6642 0 0 0
1640428460 7093 0 0 0
1640557966 7164 0 0 0
1640650056 7182 0 0 0
1640718439 7221 0 0 0
1640730926 7227 0 0 0
1640789200 7271 0 0 0
1640789304 7274 0 0 0
1640803010 7274 0 5 0
1640810989 7274 0 6 0
1640816217 7274 0 8 0
1640820283 7360 0 8 0
1640822636 7360 0 9 0
1640824360 7466 0 9 0
1640890857 8521 0 9 0
1640897611 8521 0 12 0
1640898700 8585 0 12 0
1641082793 12606 0 12 0
1641168972 12988 0 12 0
1641246146 12988 0 15 0
1641259105 13032 0 15 0
1641322377 13033 0 15 0
1641336539 13033 0 18 0
1641342026 13520 0 18 0
1641351638 13549 0 18 0
1641400954 13549 0 21 0
1642001157 13589 0 21 0
1642027811 13959 0 21 0
1642031607 13959 0 24 0
1642439333 13975 0 24 0
1642624753 13979 0 24 0
1642701067 14001 0 24 0
1642807551 14002 0 24 0
1643397005 14102 0 24 0
1643401232 14102 0 27 0
1643476290 14431 0 27 0
1643591871 14473 0 27 0
1643651173 14477 0 27 0
1643657573 14478 0 27 0
1643921872 14518 0 27 0
1644023585 14522 0 27 0
1644077853 14522 0 30 0
1644281031 14545 0 30 0
1644288522 14545 0 33 0
1644346136 14548 0 33 0
1644425025 15627 0 33 0
1644434453 15631 0 33 0
1644509874 15639 0 33 0
1644523822 15675 0 33 0
1644530241 15678 0 33 0
1644597338 15686 0 33 0
1644867785 15702 0 33 0
1644874131 15783 0 33 0
1644879149 15783 0 36 0
1644940281 15788 0 36 0
1645035223 16352 0 36 0
1645062073 17568 0 36 0
1645113224 17829 0 36 0
1645132049 18013 0 36 0
1645137872 18030 0 36 0
1645210523 18036 0 36 0
1645214045 18060 0 36 0
1645576971 18063 0 36 0
1645580483 18068 0 36 0
1645657520 18503 0 36 0
1645730824 18590 0 36 0
1645811824 19052 0 36 0
1645816318 19080 0 36 0
1645829986 19080 0 39 0
1645986256 19095 0 39 0
1645990168 19095 0 42 0
1648914657 19137 0 42 0
1649986502 19143 0 42 0
1650043062 19168 0 42 0
1651583728 19383 0 42 0
1651605092 19707 0 42 0
