1358328656 4038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1358894022 4043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1359472878 4046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1359478576 4091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360849304 4600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360850081 4602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360860176 4608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362423507 4631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362502907 5302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362575004 5325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362575393 5433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362943415 5433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363003796 5443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363130818 5551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363168223 5558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1366898401 5575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367582281 5581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367582910 5582 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1367932620 15313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1368019326 15320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1400854575 15596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1403522018 15735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1404142711 15797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1404310431 15797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1405002150 16039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426257656 16039 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426257675 16039 0 24 0 0 0 123 0 0 0 0 0 0 0 0 0 0 0
1426264161 16039 0 24 0 0 0 123 0 0 0 0 0 0 0 0 0 0 0
1426264214 16039 0 24 0 0 0 123 0 0 0 0 0 0 0 0 0 0 0
1426688279 16039 0 24 0 0 0 123 0 0 0 0 0 0 0 0 0 0 0
1426688292 16039 0 24 0 0 0 123 0 0 0 0 0 0 0 0 0 0 0
1430097012 16039 0 24 0 1 0 123 0 7 0 0 0 0 0 0 0 4 0
1431444775 16039 0 24 0 1 0 123 0 7 0 0 0 0 0 0 0 4 0
1431444849 16039 0 24 0 1 0 123 0 7 0 0 0 0 0 0 0 4 0
1431445082 16039 0 24 0 1 0 123 0 7 0 0 0 0 0 0 0 4 0
