1509138914 0
1509738729 13011
1510603544 13062
1510606334 13350
1510609322 13359
1510609752 13359
1510617003 13404
1512072381 14201
1512501771 14245
1512677204 14481
1512679857 14395
1513272041 14423
1513272767 14589
1513273941 14582
1513633000 14582
1513638836 14587
1513640639 14574
1513798054 14599
1513798360 14625
1513798459 14680
1513798741 14685
1513888492 15360
1513972908 15359
1513976039 15416
1513976054 15328
1514399257 15367
1514399313 15418
1514496690 15418
1514917017 15594
1514932512 15606
1514932638 15601
1515088809 15505
1515099371 15657
1515099533 15655
1515100278 25098
1515179171 25416
1515179288 25414
1515452664 25425
1515452679 25428
1515520506 25452
1515693339 25488
1515694278 25697
1515703427 25696
1515775620 25720
1515775634 25759
1516649627 25767
1516902218 25769
1517266558 25812
1517357212 26287
1517502539 26303
1517502604 26304
1517597052 26644
1517604007 26651
1517960000 26653
1517960014 26719
1518027943 27241
1518029497 27249
1518190136 27263
1518377456 27335
1518640013 27900
1518645508 31249
1518707690 31475
1518794088 31983
1519430927 32001
1519431690 32003
1519670785 32003
1519858453 32003
1519916565 31975
1520015396 38314
1520016021 38321
1520284935 38443
1520435002 38361
1520540434 38450
1520951921 38643
1520954156 38645
1521566245 38672
1521844433 38992
1521844464 38997
1521846686 38997
1522688693 39004
1522697913 39028
1522697929 39117
1522699849 39349
1522871538 39349
1523976498 39351
1524246914 39352
1525705563 39412
1525705574 39365
1525798592 39365
1525801743 39416
1525808654 39418
1525809678 39490
1527099744 41238
1527107253 39944
1527259059 39949
1527259085 39954
1527264508 39957
1527611197 39957
1527775692 39989
1527775708 40031
1528402753 40021
1528405882 41164
1528829703 41164
1529589627 41190
1529938844 41192
1529939189 42210
1529950641 42215
1529963730 42223
1530111993 42223
1530559166 42064
1530565233 42064
1530635306 42583
1530636029 43788
1530636609 43903
1530639780 43904
1530647576 43912
1530895543 43911
1530899530 43928
1531158262 43972
1531160379 43972
1531162576 44050
1531165236 44121
1531243482 44123
1531322167 44128
1532725052 44172
1533046580 44172
1533060368 44172
1533236106 44174
1533308200 44176
1533308283 44175
1533308561 44182
1533316276 44207
1533317325 43983
1533324577 43983
1533579913 43983
1533580529 43989
1533593389 44168
1533747696 44170
1534354295 38213
1534354310 38213
1534445365 38251
1534450425 38251
1534514481 38251
1535228221 38251
1536180461 38251
1536185078 38251
1536267707 38552
1536678911 38554
1536872967 38628
1536873275 38620
1536873952 38723
1537304059 38798
1537464104 38823
1537464118 38828
1537464145 39812
1537477307 39805
1537478199 39669
1537912369 39961
1538071711 39959
1538167616 40032
1538404132 40111
1538412330 40482
1538514130 40486
1538598837 40486
1538684299 40489
1538684904 40489
1538684927 40540
1539087030 225396
1539381971 225438
1539873828 225439
1539982626 225454
1540236027 225456
1540405934 225456
1540844665 225459
1540913222 225464
1540916682 225478
1541093665 225478
1541181415 225482
1541184267 225497
1541459264 225497
1541705208 225501
1541787146 225579
1541787160 225611
1541802523 225624
1542746362 225624
1542830937 225624
1543334437 225633
1543335565 225644
1543431943 225706
1543608184 225706
1543610339 225706
1544050009 225707
1544220404 226248
1544471299 226258
1545322367 226297
1545323593 226297
1545328723 226299
1546442358 226299
1546470890 226310
1546614738 226368
1546885584 226421
1546885974 226421
1546993852 226439
1547073281 226447
1547489345 226466
1547937586 227569
1548281453 227774
1548447248 260070
1548631399 260070
1548806032 260070
1548891977 260256
1548956819 260569
1549235929 260575
1549311450 260671
1549314593 260675
1549405163 260701
1549735903 261267
1549908136 261240
1550540895 261242
1550603153 261402
1551208142 261402
1551283818 261789
1551283842 261803
1551292640 261803
1551293899 261805
1551628378 262364
1551642232 262353
1551648143 262449
1551738490 262449
1551798978 262462
1551919092 262462
1551919106 262494
1552334008 262495
1552686930 262495
1552691055 262512
1552920301 262771
1553090003 262774
1553709241 263189
1554245619 263371
1554560333 263371
1555083723 263371
1555514497 263812
1555695947 263813
1555789318 263823
1556650725 263865
1556922608 263865
1556925580 263867
1557350013 263867
1557421634 264110
1557524772 264114
1557760727 264121
1558010676 264129
1558040294 264129
1558382733 264137
1558387265 264211
1558555301 264243
1559079849 264332
1559138458 264362
1559691336 264363
1559916522 264394
1560359842 264397
1560521176 264397
1560779168 264397
1560792902 264570
1560792944 264587
1561304863 264807
1561306268 264814
1561754802 264814
1561994066 264996
1562689402 264996
1562699103 264996
1563201340 264996
1563296032 265016
1563307411 265026
1563307429 265186
1563307947 265313
1563310170 267908
1563311062 267920
1563316000 267922
1563317238 267944
1563317473 267944
1563404451 267946
1563564128 267946
1564416143 267946
1564429606 267948
1564665167 267998
1564672883 268006
1564676757 268044
1564678180 266461
1565716320 266494
1565718758 266495
1565746460 266495
1565903789 266495
1566308635 266658
1566410234 266658
1566413147 266735
1566426109 266735
1566493839 266735
1566580630 266735
1566595641 267111
1568056437 267111
1568824857 267183
1568825783 268337
1569270969 268343
1569275568 268379
1569337629 267225
1569453670 267225
1569779408 267387
1569779917 267547
1569939176 267597
1570211064 267724
1570311307 267825
1570544037 267822
1570571547 268217
1570820915 268217
1571086676 268217
1571087233 268219
1571322716 268219
1571365063 268219
1572288331 268221
1572572780 268221
1572992453 268220
1573167727 268220
1574363424 268310
1575319763 268313
1575563699 268313
1576692978 268360
1578523146 268373
1578684786 268373
1578686535 268371
1578941611 268382
1578948105 268478
1579714089 268485
1580240819 268485
1580755431 268485
1581013098 268649
1581013814 268649
1581621794 268651
1582733803 268651
1582748889 268828
1582750061 268836
1582751377 268836
1583165994 268852
1583422082 268856
1584113109 268856
1584369991 268856
1584567961 268840
1584653767 268840
1584976964 268936
1585068618 268953
1585069569 268857
1585580898 268946
1586184607 268983
1586271319 269055
1586382197 269940
1586438277 269940
1586879630 269940
1587151400 270038
1587680354 270074
1588182354 270108
1588870217 270319
1588948133 270319
1589405066 272252
1589405710 272252
1589407241 272254
1589816681 272276
1590586735 272352
1590599654 272357
1590600834 272393
1590677429 272384
1590679583 272443
1590680511 272443
1590683868 272443
1591109982 272443
1591116399 272411
1591116485 272411
1591217153 272429
1591797131 272430
1591810734 272463
1591983219 276463
1593196829 276473
1593459623 276557
1593634416 276622
1594398763 276744
1594406916 277014
1594738638 277059
1594756593 277059
1594927209 277072
1594997052 277072
1595259552 277108
1595266315 277066
1595447935 277021
1595524220 277021
1596645961 277023
1596646027 277059
1596744448 277059
1596833928 277235
1597240981 277235
1597417878 277235
1597418013 277322
1597699962 277853
1597872634 279449
1598377241 279460
1598462812 279438
1598462983 279818
1598559893 279821
1598622853 279821
1598885580 279824
1598982601 279824
1599578796 279824
1599690212 279824
1599749955 279911
1599856231 279989
1599856963 279992
1600450236 280097
1600723259 280119
1600723856 280119
1600787240 280098
1600811323 280098
1601481381 280100
1601481952 280111
1601673600 280115
1601674196 280115
1602010244 280120
1602169271 280168
1602171385 280195
1602262722 280231
1602772576 280231
1603744210 280231
1604948101 280231
1605126680 280341
1605223715 280341
1605828232 280335
1606857283 282980
1606857469 282953
1606942631 282954
1607112718 282946
1607439524 283031
1607969482 283065
1608747491 283087
1608759246 283087
1609955372 283088
1609955812 283111
1610724338 283115
1611780895 283127
1612195454 284045
1613517518 284045
1614046545 284119
1615230812 288818
1615233348 288818
1615234476 288827
1615234775 287529
1615235964 287531
1616079783 287531
1616191183 287585
1617136982 287586
1617137117 287586
1617137193 287588
1617199030 287592
1617223165 287609
1617291541 287657
1618635117 287663
1618855693 287693
1620244072 287693
1620941731 287693
1621025752 287694
1622065010 287697
1622065353 287698
1622227129 287699
1624492298 287830
1624635041 287835
1624636828 287839
1624918492 287791
1624951981 287797
1625010873 287798
1625698188 287798
1626107853 287880
1626826631 287892
1627660378 287895
1628608342 287915
1629354584 287917
1629482171 288075
1629820600 288075
1630510792 288041
1632942741 288041
1633554057 287961
1633565287 287963
1633565311 287963
1633565458 287966
1633566460 287969
1633734715 241563
1633971621 241574
1633987175 241574
1634758151 241581
1634908562 241582
1635450011 241653
1635459969 241653
1635467125 241890
1635864475 242014
1635961661 242031
1636748809 242034
1637203268 242075
1637686579 242080
1637769147 242082
1638386310 242088
1641232176 242190
1641914092 242198
1642015991 242262
1642084851 242262
1642632692 242380
1643134139 242592
1643315550 242605
1643315632 242598
1644347671 242596
1646244992 243294
1647019878 243295
1647134857 243780
1647388422 243780
1647465874 243778
1647467290 243790
1647548275 243896
1647615815 243906
1647632639 244008
1647959662 244018
1647984788 244025
1648006456 244025
1648046534 248168
1648059219 248165
1648071222 250226
1648173188 250234
1648173292 250233
1648174165 250271
1648175227 250303
1648610628 250226
1649035955 250311
1649190971 250351
1649252492 250356
1649264089 250362
1649529362 250405
1649686976 250448
1650317579 250481
1650482102 250529
1650522859 250530
1650914550 250530
1650938936 250655
1651984178 250686
1652277962 250686
1652450357 250687
1653574692 250687
1654125386 250749
1655047980 251172
1655048059 251172
1655048258 251150
1655048289 251150
1655048473 251190
1655137546 251215
1655589148 251212
1655835408 251211
1656272381 254043
1656434851 254049
1657131947 254049
1657406298 254050
1657477730 254733
1657920118 254733
1658030905 255188
1658150628 255196
1658815476 255196
1658820462 255284
1658861403 255330
1659502426 255366
1661126746 255528
1661525722 255594
1661532791 255601
1661802817 255703
1661871200 255734
1661871520 255770
1662735415 255770
1662735449 255771
1663171463 264868
1663562291 264868
1663859644 264912
1663895047 264922
1664116704 264922
1664117610 264926
1664119933 264910
1665014129 264954
1665067225 264969
1665767241 264994
1665773215 264975
1665883385 264975
1665938481 264998
1666019317 265034
1666043536 265389
1666114039 265389
1666114082 265392
1666709553 265392
1666738716 301726
1666820992 301726
1667227981 301728
1667321593 301773
1668400982 301795
1669227414 301796
1669485547 301802
1669509952 301802
1669737634 301809
1670354332 301812
1671213110 301812
1672515453 301771
1672515546 301771
1672515688 301794
1672515724 301797
1672515902 301797
1672516385 301772
1672516544 301772
1672681672 301781
1672681715 301782
1672811353 304879
1672940522 304885
1673025448 304883
1673398075 304888
1673560825 305238
1673562072 307973
1673625461 307913
1673656722 307928
1673724857 307928
1673970548 307928
1674489146 307928
1674496299 307929
1674666350 307349
1674754866 307251
1675021713 307251
1675265231 307260
1676028105 307254
1676044193 307804
1676347955 307586
1676348627 307586
1676644755 307678
1676660584 307688
1676663519 307689
1678509587 307757
1678719447 307789
1678847723 308001
1678864242 308002
1678901837 308002
1678901868 308006
1678920830 308012
1678968713 308378
1678970753 308429
1679556309 308438
1679597516 308562
1679890158 308564
1680016157 308564
1680101349 308572
1680211916 309408
