1646419767 0 0 976 0 0 0 0 0
1646423151 0 0 1176 0 0 0 0 0
1648728566 0 760 1176 0 0 0 0 0
1649982718 0 760 1288 0 0 0 0 0
1649983339 0 760 1352 0 0 0 0 0
1649983483 0 760 1354 0 0 0 0 0
1649983501 0 760 1356 0 0 0 0 0
1649983543 0 760 1531 0 0 0 0 0
1649983723 0 810 1531 0 0 0 0 0
1649983728 0 810 1531 0 0 0 0 0
1650046695 0 810 1585 0 0 0 0 0
1650046785 0 810 1764 0 0 0 0 0
1650051780 0 810 1804 0 0 0 0 0
1650240245 0 810 1804 0 0 0 0 0
1650325108 0 885 1804 0 0 0 0 0
1650480000 0 885 1806 0 0 0 0 0
1651108450 0 1425 1806 0 0 0 0 0
1651613893 0 1431 1806 0 0 0 0 0
1652107697 0 1440 1806 0 0 0 0 0
1652456443 0 1456 1806 0 0 0 0 0
1652462376 0 1470 1806 0 0 0 0 0
1652462512 0 1490 1806 0 0 0 0 0
1652873869 0 1490 1806 0 0 0 0 0
1653061677 0 1583 1806 0 0 0 0 0
1653586924 0 1671 1806 0 0 0 0 0
1653682386 0 1934 1806 0 0 0 0 0
1653689895 0 1996 1806 0 0 0 0 0
1653943084 0 1998 1806 0 0 0 0 0
1653943099 0 2157 1806 0 0 0 0 0
1653947523 0 2158 1806 0 0 0 0 0
1654173227 0 2163 1806 0 0 0 0 0
1654174903 0 2163 1806 0 0 0 0 0
1654208601 0 2164 1806 0 0 0 0 0
1654221279 0 2167 1806 0 0 0 0 0
1654270250 0 2181 1806 0 0 0 0 0
1654343087 0 2200 1806 0 0 0 0 0
1654428845 0 2203 1806 0 0 0 0 0
1654540801 0 2259 1806 0 0 0 0 0
1654550483 0 2292 1806 0 0 0 0 0
1654620510 0 2340 1806 0 0 0 0 0
1654714643 0 2365 1806 0 0 0 0 0
1654719737 0 2465 1806 0 0 0 0 0
1654870220 0 2468 1806 0 0 0 0 0
1654874089 0 2513 1806 0 0 0 0 0
1654874174 5 2513 1806 0 0 0 0 0
1654892135 7 2513 1806 0 0 0 0 0
1654892151 9 2513 1806 0 0 0 0 0
1654893438 12 2513 1806 0 0 0 0 0
1654894787 12 2513 1825 0 0 0 0 0
1654896029 12 2515 1825 0 0 0 0 0
1654923411 15 2515 1825 0 0 0 0 0
1654948693 18 2515 1825 0 0 0 0 0
1654949001 21 2515 1825 0 0 0 0 0
1654949029 24 2515 1825 0 0 0 0 0
1655748504 27 2515 1825 0 0 0 0 0
1655748541 30 2515 1825 0 0 0 0 0
1655850154 33 2515 1825 0 0 0 0 0
1655850176 36 2515 1825 0 0 0 0 0
1655887468 36 2515 1825 0 0 0 0 0
1656006897 39 2515 1825 0 0 0 0 0
1656009516 40 2515 1825 0 0 0 0 0
1656941838 43 2515 1825 0 0 0 0 0
1656941865 46 2515 1825 0 0 0 0 0
1659552102 49 2515 1825 0 0 0 0 0
1659552125 52 2515 1825 0 0 0 0 0
1659552148 55 2515 1825 0 0 0 0 0
1659552984 88 2515 1825 0 0 0 0 0
1662050628 89 2515 1825 0 0 0 0 0
1665509337 92 2515 1825 0 0 0 0 0
1667880860 99 2515 1825 0 0 0 0 0
1667882890 99 2515 1825 4 0 0 0 0
1667926712 99 2515 1825 1575 0 0 0 0
1667927968 100 2515 1825 1575 0 0 0 0
1667928004 103 2515 1825 1575 0 0 0 0
1667931041 103 2515 1825 1579 0 0 0 0
1667931394 106 2515 1825 1579 0 0 0 0
1667932409 109 2515 1825 1579 0 0 0 0
1667933010 112 2515 1825 1579 0 0 0 0
1667933047 115 2515 1825 1579 0 0 0 0
1667933877 115 2515 1825 1595 0 0 0 0
1668599973 118 2515 1825 1595 0 0 0 0
1668603052 121 2515 1825 1595 0 0 0 0
1668608162 121 2518 1825 1595 0 0 0 0
1672875589 121 2518 1826 1595 0 0 0 0
1672879605 121 2518 1826 1595 0 3 0 0
1672970648 124 2518 1826 1595 0 3 0 0
1672970671 127 2518 1826 1595 0 3 0 0
1672970691 130 2518 1826 1595 0 3 0 0
1672970716 133 2518 1826 1595 0 3 0 0
1672971146 133 2548 1826 1595 0 3 0 0
1673006553 134 2548 1826 1595 0 3 0 0
1673010375 134 2554 1826 1595 0 3 0 0
1674134321 134 2554 1826 1595 0 3 4 0
1674134349 137 2554 1826 1595 0 3 4 0
1674134375 140 2554 1826 1595 0 3 4 0
1674134401 143 2554 1826 1595 0 3 4 0
1674182990 153 2554 1826 1595 0 3 4 0
1674183385 157 2554 1826 1595 0 3 4 0
1674183615 161 2554 1826 1595 0 3 4 0
1674183890 166 2554 1826 1595 0 3 4 0
1675820004 166 2554 1826 1595 52 3 4 0
1675885365 166 2554 1826 1595 52 3 4 0
1676052850 166 2554 1835 1595 52 3 4 0
1676335455 166 2554 1835 1595 52 29 4 0
1676335528 169 2554 1835 1595 52 29 4 0
1676335546 172 2554 1835 1595 52 29 4 0
1676335564 175 2554 1835 1595 52 29 4 0
1676335583 178 2554 1835 1595 52 29 4 0
1676338612 183 2554 1835 1595 52 29 4 0
1676744721 183 2554 1835 1595 65 29 4 0
1680072598 183 2554 1835 1595 71 29 4 0
1685729990 183 2554 1967 1595 71 29 4 0
