1598375556 1 0 0 0 0 0
1598479690 2 0 0 0 0 0
1598507824 3 0 0 0 0 0
1598508042 4 0 0 0 0 0
1598566184 5 0 0 0 0 0
1598655729 6 0 0 0 0 0
1598658043 7 0 0 0 0 0
1598662762 8 0 0 0 0 0
1598702921 9 0 0 0 0 0
1598702936 10 0 0 0 0 0
1598714177 11 0 0 0 0 0
1598714602 12 0 0 0 0 0
1598727288 13 0 0 0 0 0
1598727483 14 0 0 0 0 0
1598727884 15 0 0 0 0 0
1599297620 16 0 0 0 0 0
1603395990 17 0 0 0 0 0
1603396011 18 0 0 0 0 0
1603396034 19 0 0 0 0 0
1603396049 20 0 0 0 0 0
1603396805 21 0 0 0 0 0
1606513580 22 0 0 0 0 0
1606513821 23 0 0 0 0 0
1606515014 24 0 0 0 0 0
1606515025 25 0 0 0 0 0
1610398783 26 0 0 0 0 0
1610399235 27 0 0 0 0 0
1614428774 28 0 0 0 0 0
1634311854 29 0 0 0 0 0
1634312007 30 0 0 0 0 0
1634312382 31 0 0 0 0 0
1634326798 32 0 0 0 0 0
1634327972 33 0 0 0 0 0
1634328990 34 0 0 0 0 0
1634335295 35 0 0 0 0 0
1634335421 36 0 0 0 0 0
1634345669 37 0 0 0 0 0
1634346288 38 0 0 0 0 0
1634346646 39 0 0 0 0 0
1636582635 39 1 0 0 0 0
1636653428 39 2 0 0 0 0
1636673824 39 2 0 0 0 1
1637364232 39 2 0 1 0 1
1638475653 40 2 0 1 0 1
1638476506 41 2 0 1 0 1
1638477977 42 2 0 1 0 1
1638478538 43 2 0 1 0 1
1648162770 43 2 0 1 1 1
1655224014 44 2 0 1 1 1
1655312905 45 2 0 1 1 1
1655481435 46 2 0 1 1 1
1655582219 47 2 0 1 1 1
1658966761 48 2 0 1 1 1
1667392534 48 2 1 1 1 1
