1567290567 880 0 0 0 0 0
1567292481 910 0 0 0 0 0
1567292564 1112 0 0 0 0 0
1567292743 1119 0 0 0 0 0
1567292792 1155 0 0 0 0 0
1595569487 1155 0 0 9 0 0
1595569907 1155 0 0 10 0 0
1595634557 1155 0 0 10 0 0
1595635798 1158 0 0 10 0 0
1600491488 1158 1 0 10 0 0
1600705834 1158 1 0 10 0 0
1600838239 1158 11 0 10 0 0
1600840235 1158 11 0 10 0 0
1600841289 1158 15 0 10 0 0
1600885366 1158 15 0 10 0 0
1600912344 1158 15 0 10 0 0
1600933473 1158 43 0 10 0 0
1600934440 1158 46 0 10 0 0
1605417842 1158 48 0 10 0 0
1606072749 1158 102 0 10 0 0
1606173264 1171 102 0 10 0 0
1606175270 1176 102 0 10 0 0
1606184579 1193 102 0 10 0 0
1606184760 1195 102 0 10 0 0
1606184934 1221 102 0 10 0 0
1606257792 1232 102 0 10 0 0
1606258392 1235 102 0 10 0 0
1643138034 1244 102 0 10 0 0
1643141775 1266 102 0 10 0 0
1645668235 1266 102 0 10 50 0
1654300063 1266 102 0 10 50 0
1654932572 1267 102 0 10 50 0
1654984276 1268 102 0 10 50 0
1655002290 1270 102 0 10 50 0
1658084654 1270 102 1 10 50 0
1658087364 1270 102 2 10 50 0
1658089226 1270 102 3 10 50 0
1658089856 1270 102 3 10 50 0
1658703359 1281 102 3 10 50 0
1658820136 1289 102 3 10 50 0
1662518753 1289 102 3 10 50 4
1662692731 1289 102 3 10 50 4
