1618785106 389 0
1618875911 1728 0
1619031612 1739 0
1619213516 2296 0
1619266660 2437 0
1619713051 2506 0
1620670026 2673 0
1620843670 2731 0
1621352226 2809 0
1621600238 2847 0
1622146000 2870 0
1624229933 2881 0
1625142561 2904 0
1625228337 2918 0
1626362210 2934 0
1629892981 2947 0
1631735736 2963 0
1632842379 2980 0
1634156939 2998 0
1636727647 3016 0
1643811122 3039 0
1643811693 3052 0
1643813062 3052 0
1643900421 3061 0
1648212383 3089 0
1648647620 3116 0
1648647770 3116 0
1649078106 3116 0
1653242524 3129 0
1653242818 3144 0
1653330611 3144 0
1659273670 3159 0
1659361989 3172 0
1659532814 3172 0
1659535638 3181 0
1659536856 3181 0
1672165992 3923 0
1673307649 3943 0
1673446678 4005 0
1673567486 4056 0
1674060888 4065 0
1674153509 4277 0
1674771587 4430 0
1675448862 4472 0
1675699644 4488 0
1675702209 4488 0
1676587901 4493 0
1676641862 4500 0
1676645814 4504 0
1678127120 4507 0
1678967497 4523 0
1678967720 4534 0
1680702490 4534 2
1680784283 4534 2
1680793410 4624 2
1680811343 4625 2
1681137445 4674 2
1681229443 4674 2
1683497362 4703 2
1683651669 4703 2
1683720425 4715 2
1683731522 4715 2
1683826238 4735 2
1683892963 4735 2
1687266501 4747 2
1687267033 4763 2
1687279000 4763 2
1688130470 4768 2
