1503617463 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1506719413 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
1515530300 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0
1517581275 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0
1521495429 0 0 0 0 0 2 0 1 0 0 0 1 1 0 0 0 0
1521495480 0 0 0 0 0 3 0 1 0 0 0 1 1 0 0 0 0
1527031184 0 0 0 0 0 3 0 1 0 0 0 1 1 0 0 1 0
1547564391 0 0 0 0 0 3 0 1 1 0 0 1 1 0 0 1 0
1568068947 0 0 0 0 0 3 0 1 1 0 0 1 1 0 1 1 0
1569619403 0 0 0 0 0 4 0 1 1 0 0 1 1 0 1 1 0
1569864193 0 0 0 0 0 4 0 1 1 1 0 1 1 0 1 1 0
1576530871 0 0 0 0 0 4 0 1 1 1 0 1 1 1 1 1 0
1576530914 0 0 0 0 0 4 1 1 1 1 0 1 1 1 1 1 0
1576531184 0 0 0 0 0 4 2 1 1 1 0 1 1 1 1 1 0
1580821138 0 0 0 0 0 4 2 1 1 1 1 1 1 1 1 1 0
1588888805 0 0 0 0 0 4 3 1 1 1 1 1 1 1 1 1 0
1590857509 1 0 0 0 0 4 3 1 1 1 1 1 1 1 1 1 0
1591821456 1 0 0 0 1 4 3 1 1 1 1 1 1 1 1 1 0
1591823275 1 0 0 0 2 4 3 1 1 1 1 1 1 1 1 1 0
1591824332 1 0 0 0 3 4 3 1 1 1 1 1 1 1 1 1 0
1591887881 1 0 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1591897071 1 1 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1591997274 1 2 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594058446 1 3 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594219489 1 4 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594232031 1 5 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594256938 1 6 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594406807 1 7 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594821381 1 8 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594847653 1 9 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1594852459 1 10 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1595018287 1 11 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1595018460 1 12 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1595425513 1 13 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1596031190 1 14 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1596155841 1 15 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1596501925 1 16 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1596662427 1 17 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1596737681 1 18 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1596822071 1 19 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1597418693 1 20 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1597425355 1 21 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1597426691 1 22 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598041620 1 23 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598365555 1 24 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598401637 1 25 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598401742 1 26 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598477436 1 27 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598551351 1 28 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1598554074 1 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1602769484 2 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1603480731 3 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1604618328 4 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605045486 5 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605105920 6 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605107611 7 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605286742 8 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605286823 9 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605491862 10 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605577743 11 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1605661524 12 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1606278579 13 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1606314751 14 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1606315304 15 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1606796803 16 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1606797126 17 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607059880 18 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607297188 19 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607297465 20 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607365177 21 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607393750 22 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607393844 23 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1607743518 24 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1608097193 25 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1608134776 26 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1609867041 27 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1609870085 28 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1609904083 29 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1609944077 30 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1609984932 31 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1609985249 32 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1610045972 33 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1610125720 34 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
1610376169 35 29 0 0 4 4 3 1 1 1 1 1 1 1 1 1 0
