1513884032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1514476663 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1514476691 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1514476729 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
1514476772 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
1515519957 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
1515585294 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1533822499 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1533822516 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1533822523 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1534401776 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1535034788 0 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1548866002 0 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1559765344 0 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 1 0 0
1559765410 0 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1559791039 1 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1559848346 2 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1559915859 3 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1559934332 4 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1560184544 5 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1560262909 6 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1560265109 7 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1560544358 8 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1560554344 9 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1560797890 10 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1562083478 11 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1562188660 12 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1564110060 12 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1564153297 13 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1564162968 14 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1564406159 15 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1564406730 16 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 2 0 0
1564539783 16 0 0 0 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565028789 17 0 0 0 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565028973 18 0 0 0 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565292651 19 0 0 0 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565840215 20 0 0 0 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565901305 21 0 0 0 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565902008 21 0 0 1 0 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1565948467 21 0 0 1 1 5 4 0 0 1 0 0 0 0 0 0 0 2 0 0
1568310934 21 0 0 1 1 5 4 0 0 2 0 0 0 0 0 0 0 2 0 0
1569000166 21 0 0 1 1 5 4 0 0 3 0 0 0 0 0 0 0 2 0 0
1569002077 22 0 0 1 1 5 4 0 0 3 0 0 0 0 0 0 0 2 0 0
1569003166 23 0 0 1 1 5 4 0 0 3 0 0 0 0 0 0 0 2 0 0
1569512601 23 0 0 1 1 5 4 0 0 3 0 1 0 0 0 0 0 2 0 0
1569514197 23 0 0 1 1 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1569834433 23 0 0 1 2 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1569847182 23 0 0 1 3 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1569855532 23 0 0 2 3 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1569855870 23 0 0 2 4 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1570221227 23 0 0 3 4 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1571737476 23 0 0 3 5 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1572281900 23 0 0 3 5 5 4 0 0 3 0 2 0 0 0 0 0 2 0 0
1573841385 23 0 0 3 5 5 4 0 0 3 0 2 0 0 0 0 0 2 0 1
1575494118 23 0 0 3 5 5 4 0 0 3 0 2 0 0 0 0 0 2 0 2
1575495121 23 0 0 3 5 5 4 0 0 3 0 2 1 0 0 0 0 2 0 2
1582556035 23 0 0 3 5 5 4 0 0 3 0 2 1 0 0 0 0 2 0 2
1582868980 23 0 0 3 5 5 4 0 0 3 0 2 1 0 0 1 0 2 0 2
1582869365 23 0 0 3 5 5 4 0 0 3 0 2 1 0 0 1 0 2 0 2
1582869744 23 0 0 3 5 5 4 0 1 3 0 2 1 0 0 1 0 2 0 2
1582870957 23 1 0 3 5 5 4 0 1 3 0 2 1 0 0 1 0 2 0 2
1582871387 24 1 0 3 5 5 4 0 1 3 0 2 1 0 0 1 0 2 0 2
1583952561 24 1 0 3 5 5 4 0 2 3 0 2 1 0 0 1 0 2 0 2
1584040472 25 1 0 3 5 5 4 0 2 3 0 2 1 0 0 1 0 2 0 2
1584040653 26 1 0 3 5 5 4 0 2 3 0 2 1 0 0 1 0 2 0 2
1586222825 26 1 0 3 5 5 4 0 2 3 0 2 1 0 0 1 0 2 0 2
1586227107 27 1 0 3 5 5 4 0 2 3 0 2 1 0 0 1 0 2 0 2
1586227170 27 1 0 3 5 5 4 0 2 3 0 2 1 1 0 1 0 2 0 2
1586989342 27 2 0 3 5 5 4 0 2 3 0 2 1 1 0 1 0 2 0 2
1587076326 27 3 0 3 5 5 4 0 2 3 0 2 1 1 0 1 0 2 0 2
