1649949766 0 1 0 0 0 0 0 0 0 0 0 0 0
1649953582 0 2 0 0 0 0 0 0 0 0 0 0 0
1649961486 0 3 0 0 0 0 0 0 0 0 0 0 0
1649963674 0 4 0 0 0 0 0 0 0 0 0 0 0
1649969939 0 5 0 0 0 0 0 0 0 0 0 0 0
1649971554 0 6 0 0 0 0 0 0 0 0 0 0 0
1650376655 0 7 0 0 0 0 0 0 0 0 0 0 0
1650376717 0 8 0 0 0 0 0 0 0 0 0 0 0
1650376802 0 9 0 0 0 0 0 0 0 0 0 0 0
1650376827 0 10 0 0 0 0 0 0 0 0 0 0 0
1650377863 0 11 0 0 0 0 0 0 0 0 0 0 0
1650429935 0 12 0 0 0 0 0 0 0 0 0 0 0
1650480046 0 13 0 0 0 0 0 0 0 0 0 0 0
1651014109 0 14 0 0 0 0 0 0 0 0 0 0 0
1651270602 0 15 0 0 0 0 0 0 0 0 0 0 0
1652368689 0 16 0 0 0 0 0 0 0 0 0 0 0
1652452234 0 17 0 0 0 0 0 0 0 0 0 0 0
1652979076 0 18 0 0 0 0 0 0 0 0 0 0 0
1654028988 0 19 0 0 0 0 0 0 0 0 0 0 0
1654103891 1 19 0 0 0 0 0 0 0 0 0 0 0
1654184388 1 20 0 0 0 0 0 0 0 0 0 0 0
1654278842 2 20 0 0 0 0 0 0 0 0 0 0 0
1654299007 3 20 0 0 0 0 0 0 0 0 0 0 0
1654905128 4 20 0 0 0 0 0 0 0 0 0 0 0
1655307890 5 20 0 0 0 0 0 0 0 0 0 0 0
1655440791 6 20 0 0 0 0 0 0 0 0 0 0 0
1655440825 7 20 0 0 0 0 0 0 0 0 0 0 0
1655441265 8 20 0 0 0 0 0 0 0 0 0 0 0
1655782226 9 20 0 0 0 0 0 0 0 0 0 0 0
1655783560 10 20 0 0 0 0 0 0 0 0 0 0 0
1655837694 10 20 1 0 0 0 0 0 0 0 0 0 0
1655839942 10 20 2 0 0 0 0 0 0 0 0 0 0
1655839967 10 20 3 0 0 0 0 0 0 0 0 0 0
1655913504 10 20 3 0 0 0 0 0 0 1 0 0 0
1656339658 10 20 4 0 0 0 0 0 0 1 0 0 0
1656385530 11 20 4 0 0 0 0 0 0 1 0 0 0
1657311813 11 20 4 0 0 0 1 0 0 1 0 0 0
1658535080 11 20 4 0 0 0 1 0 1 1 0 0 0
1659043241 12 20 4 0 0 0 1 0 1 1 0 0 0
1659044379 13 20 4 0 0 0 1 0 1 1 0 0 0
1659071735 14 20 4 0 0 0 1 0 1 1 0 0 0
1659147036 15 20 4 0 0 0 1 0 1 1 0 0 0
1659153692 16 20 4 0 0 0 1 0 1 1 0 0 0
1659374252 17 20 4 0 0 0 1 0 1 1 0 0 0
1659449865 17 20 4 0 0 0 1 1 1 1 0 0 0
1659449931 17 21 4 0 0 0 1 1 1 1 0 0 0
1659480931 18 21 4 0 0 0 1 1 1 1 0 0 0
