1649949766 0 977 0 0 0 0 0 0 0 0 0 0 0 0
1649953582 0 2128 0 0 0 0 0 0 0 0 0 0 0 0
1649961486 0 2128 0 0 0 0 0 0 0 0 0 0 0 0
1649963674 0 2178 0 0 0 0 0 0 0 0 0 0 0 0
1649969939 0 2178 0 0 0 0 0 0 0 0 0 0 0 0
1649971554 0 2179 0 0 0 0 0 0 0 0 0 0 0 0
1650376655 0 2180 0 0 0 0 0 0 0 0 0 0 0 0
1650376717 0 2195 0 0 0 0 0 0 0 0 0 0 0 0
1650376802 0 2208 0 0 0 0 0 0 0 0 0 0 0 0
1650376827 0 2210 0 0 0 0 0 0 0 0 0 0 0 0
1650377863 0 2414 0 0 0 0 0 0 0 0 0 0 0 0
1650429935 0 2519 0 0 0 0 0 0 0 0 0 0 0 0
1650480046 0 2521 0 0 0 0 0 0 0 0 0 0 0 0
1651014109 0 2812 0 0 0 0 0 0 0 0 0 0 0 0
1651270602 0 2877 0 0 0 0 0 0 0 0 0 0 0 0
1652368689 0 2885 0 0 0 0 0 0 0 0 0 0 0 0
1652452234 0 2892 0 0 0 0 0 0 0 0 0 0 0 0
1652979076 0 2912 0 0 0 0 0 0 0 0 0 0 0 0
1654028988 0 2917 0 0 0 0 0 0 0 0 0 0 0 0
1654103891 3 2917 0 0 0 0 0 0 0 0 0 0 0 0
1654184388 3 2921 0 0 0 0 0 0 0 0 0 0 0 0
1654278842 25 2921 0 0 0 0 0 0 0 0 0 0 0 0
1654299007 38 2921 0 0 0 0 0 0 0 0 0 0 0 0
1654905128 44 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655307890 57 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655440791 60 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655440825 65 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655441265 67 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655782226 72 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655783560 75 2921 0 0 0 0 0 0 0 0 0 0 0 0
1655837694 75 2921 5 0 0 0 0 0 0 0 0 0 0 0
1655839942 75 2921 7 0 0 0 0 0 0 0 0 0 0 0
1655839967 75 2921 9 0 0 0 0 0 0 0 0 0 0 0
1655913504 75 2921 9 0 0 0 0 0 0 41 0 0 0 0
1656339658 75 2921 10 0 0 0 0 0 0 41 0 0 0 0
1656385530 78 2921 10 0 0 0 0 0 0 41 0 0 0 0
1657311813 78 2921 10 0 0 0 44 0 0 41 0 0 0 0
1658535080 78 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659043241 81 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659044379 84 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659071735 87 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659147036 90 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659153692 93 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659374252 96 2921 10 0 0 0 44 0 179 41 0 0 0 0
1659449865 96 2921 10 0 0 0 44 8 179 41 0 0 0 0
1659449931 96 2923 10 0 0 0 44 8 179 41 0 0 0 0
1659480931 168 2923 10 0 0 0 44 8 179 41 0 0 0 0
1659709628 168 2923 10 0 0 0 44 8 179 41 0 0 0 9
1659711449 168 2923 12 0 0 0 44 8 179 41 0 0 0 9
1659711508 168 2923 15 0 0 0 44 8 179 41 0 0 0 9
1659711531 168 2923 18 0 0 0 44 8 179 41 0 0 0 9
1659711618 168 2923 37 0 0 0 44 8 179 41 0 0 0 9
1659734098 168 2923 40 0 0 0 44 8 179 41 0 0 0 9
1659734118 168 2923 43 0 0 0 44 8 179 41 0 0 0 9
1659916509 171 2923 43 0 0 0 44 8 179 41 0 0 0 9
1660063000 213 2923 43 0 0 0 44 8 179 41 0 0 0 9
1661276817 213 2923 44 0 0 0 44 8 179 41 0 0 0 9
1661575980 245 2923 44 0 0 0 44 8 179 41 0 0 0 9
1662059335 248 2923 44 0 0 0 44 8 179 41 0 0 0 9
1662067780 248 2923 47 0 0 0 44 8 179 41 0 0 0 9
1662874260 248 2923 49 0 0 0 44 8 179 41 0 0 0 9
1663096228 248 2923 52 0 0 0 44 8 179 41 0 0 0 9
1663133862 254 2923 52 0 0 0 44 8 179 41 0 0 0 9
1663624290 254 2923 53 0 0 0 44 8 179 41 0 0 0 9
1664216621 254 2923 53 0 0 0 44 8 179 41 0 0 0 9
1664224746 254 2923 56 0 0 0 44 8 179 41 0 0 0 9
1664224771 254 2923 59 0 0 0 44 8 179 41 0 0 0 9
1664838664 257 2923 59 0 0 0 44 8 179 41 0 0 0 9
1664929379 257 2923 62 0 0 0 44 8 179 41 0 0 0 9
1665158706 257 2923 64 0 0 0 44 8 179 41 0 0 0 9
1665180731 257 2923 87 0 0 0 44 8 179 41 0 0 0 9
1666904024 279 2923 87 0 0 0 44 8 179 41 0 0 0 9
1666993197 291 2923 87 0 0 0 44 8 179 41 0 0 0 9
1666993506 292 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667418339 306 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667426456 307 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667435132 310 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667455376 313 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667457481 344 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667492878 347 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667594510 350 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667851607 358 2923 87 0 0 0 44 8 179 41 0 0 0 9
1667893659 364 2923 87 0 0 0 44 8 179 41 0 0 0 9
1668669231 364 2923 87 148 0 0 44 8 179 41 0 0 0 9
1668804545 367 2923 87 148 0 0 44 8 179 41 0 0 0 9
1668811902 373 2923 87 148 0 0 44 8 179 41 0 0 0 9
1668965600 375 2923 87 148 0 0 44 8 179 41 0 0 0 9
1669255258 379 2923 87 148 0 0 44 8 179 41 0 0 0 9
1670110122 382 2923 87 148 0 0 44 8 179 41 0 0 0 9
1670111834 388 2923 87 148 0 0 44 8 179 41 0 0 0 9
1671315252 388 2969 87 148 0 0 44 8 179 41 0 0 0 9
1672817626 390 2969 87 148 0 0 44 8 179 41 0 0 0 9
1672818755 398 2969 87 148 0 0 44 8 179 41 0 0 0 9
1673460225 398 2969 87 148 0 0 44 8 179 41 0 0 24 9
1673848252 399 2969 87 148 0 0 44 8 179 41 0 0 24 9
1674036286 405 2969 87 148 0 0 44 8 179 41 0 0 24 9
1674510809 405 3129 87 148 0 0 44 8 179 41 0 0 24 9
1675317688 412 3129 87 148 0 0 44 8 179 41 0 0 24 9
1675600982 412 3129 87 148 2 0 44 8 179 41 0 0 24 9
1675714414 412 3180 87 148 2 0 44 8 179 41 0 0 24 9
1675783763 464 3180 87 148 2 0 44 8 179 41 0 0 24 9
1675884725 464 3180 87 148 2 0 44 8 179 41 0 0 24 9
1675900377 464 3180 87 148 2 0 44 8 179 41 0 0 24 9
1675900750 473 3180 87 148 2 0 44 8 179 41 0 0 24 9
1675904173 495 3180 87 148 2 0 44 8 179 41 0 0 24 9
1675913377 495 3180 87 148 2 1 44 8 179 41 0 0 24 9
1675989145 495 3222 87 148 2 1 44 8 179 41 0 0 24 9
1676062150 495 3222 87 148 2 1 44 8 179 41 8 0 24 9
1676087970 501 3222 87 148 2 1 44 8 179 41 8 0 24 9
1676089093 504 3222 87 148 2 1 44 8 179 41 8 0 24 9
1676089131 504 3222 87 148 2 1 44 8 179 41 8 0 24 9
1676741687 516 3222 87 148 2 1 44 8 179 41 8 0 24 9
1677142897 520 3222 87 148 2 1 44 8 179 41 8 0 24 9
1677529532 520 3222 87 156 2 1 44 8 179 41 8 0 24 9
1677529542 520 3222 87 158 2 1 44 8 179 41 8 0 24 9
1677957393 522 3222 87 158 2 1 44 8 179 41 8 0 24 9
1678227047 523 3222 87 158 2 1 44 8 179 41 8 0 24 9
1678493609 525 3222 87 158 2 1 44 8 179 41 8 0 24 9
1678494687 536 3222 87 158 2 1 44 8 179 41 8 0 24 9
1678561773 536 3257 87 158 2 1 44 8 179 41 8 0 24 9
1678571098 536 3287 87 158 2 1 44 8 179 41 8 0 24 9
1679629326 549 3287 87 158 2 1 44 8 179 41 8 0 24 9
1679632931 551 3287 87 158 2 1 44 8 179 41 8 0 24 9
1679951323 551 3287 87 206 2 1 44 8 179 41 8 0 24 9
1681957429 551 3287 87 350 2 1 44 8 179 41 8 0 24 9
1683010889 551 3287 87 357 2 1 44 8 179 41 8 0 24 9
1683054370 551 3287 87 357 2 1 44 8 179 41 8 8 24 9
1686649018 551 3287 87 620 2 1 44 8 179 41 8 8 24 9
1686700326 551 3287 87 642 2 1 44 8 179 41 8 8 24 9
1686780501 551 3287 87 643 2 1 44 8 179 41 8 8 24 9
1688438852 556 3287 87 643 2 1 44 8 179 41 8 8 24 9
