1572453219 1 0 0 0 0 0 0 0 0 0 0 0
1572456687 2 0 0 0 0 0 0 0 0 0 0 0
1572963967 3 0 0 0 0 0 0 0 0 0 0 0
1572968574 3 0 0 0 0 0 1 0 0 0 0 0
1572971525 4 0 0 0 0 0 1 0 0 0 0 0
1572972669 5 0 0 0 0 0 1 0 0 0 0 0
1572972744 6 0 0 0 0 0 1 0 0 0 0 0
1573052099 6 0 0 0 0 0 2 0 0 0 0 0
1573638395 7 0 0 0 0 0 2 0 0 0 0 0
1573641480 8 0 0 0 0 0 2 0 0 0 0 0
1573643579 9 0 0 0 0 0 2 0 0 0 0 0
1573648673 10 0 0 0 0 0 2 0 0 0 0 0
1573648847 11 0 0 0 0 0 2 0 0 0 0 0
1576859212 12 0 0 0 0 0 2 0 0 0 0 0
1577134515 12 0 0 0 0 0 3 0 0 0 0 0
1577726955 13 0 0 0 0 0 3 0 0 0 0 0
1577727036 14 0 0 0 0 0 3 0 0 0 0 0
1577727064 15 0 0 0 0 0 3 0 0 0 0 0
1577782639 16 0 0 0 0 0 3 0 0 0 0 0
1577782826 17 0 0 0 0 0 3 0 0 0 0 0
1577788676 18 0 0 0 0 0 3 0 0 0 0 0
1579712513 19 0 0 0 0 0 3 0 0 0 0 0
1579775630 19 1 0 0 0 0 3 0 0 0 0 0
1582041925 20 1 0 0 0 0 3 0 0 0 0 0
1582108451 22 2 0 0 0 0 3 0 0 0 0 0
1582116171 22 3 0 0 0 0 3 0 0 0 0 0
1585154340 22 3 0 1 0 0 3 0 0 0 0 0
1585211422 22 3 0 2 0 0 3 0 0 0 0 0
1585214269 22 3 0 3 0 0 3 0 0 0 0 0
1585215286 22 3 0 4 0 0 3 0 0 0 0 0
1585219788 22 3 0 5 0 0 3 0 0 0 0 0
1585229441 22 3 0 5 0 0 3 0 0 1 0 0
1585231935 22 3 0 6 0 0 3 0 0 1 0 0
1585235569 22 3 0 7 0 0 3 0 0 1 0 0
1585235671 22 4 0 7 0 0 3 0 0 1 0 0
1634105332 22 4 0 7 0 0 3 0 0 1 1 0
1634121484 22 5 0 7 0 0 3 0 0 1 1 0
1636471894 23 5 0 7 0 0 3 0 0 1 1 0
1636478391 24 5 0 7 0 0 3 0 0 1 1 0
1636478596 25 5 0 7 0 0 3 0 0 1 1 0
1637919517 26 5 0 7 0 0 3 0 0 1 1 0
1637922295 27 5 0 7 0 0 3 0 0 1 1 0
1637931241 28 5 0 7 0 0 3 0 0 1 1 0
1637931407 29 5 0 7 0 0 3 0 0 1 1 0
1637947648 30 5 0 7 0 0 3 0 0 1 1 0
1641390465 31 5 0 7 0 0 3 0 0 1 1 0
1641390511 33 5 0 7 0 0 3 0 0 1 1 0
1641391375 34 5 0 7 0 0 3 0 0 1 1 0
1642068589 34 6 0 7 0 0 3 0 0 1 1 0
1652189162 34 6 0 7 1 0 3 0 0 1 1 0
1652190983 34 6 0 7 2 0 3 0 0 1 1 0
1652946935 34 7 0 7 2 0 3 0 0 1 1 0
1656064196 34 8 0 7 2 0 3 0 0 1 1 0
