1572453219 457 0 0 0 0 0 0 0 0 0 0 0
1572456687 544 0 0 0 0 0 0 0 0 0 0 0
1572963967 698 0 0 0 0 0 0 0 0 0 0 0
1572968574 698 0 0 0 0 0 0 0 0 0 0 0
1572971525 1036 0 0 0 0 0 0 0 0 0 0 0
1572972669 1041 0 0 0 0 0 0 0 0 0 0 0
1572972744 1071 0 0 0 0 0 0 0 0 0 0 0
1573052099 1071 0 0 0 0 0 0 0 0 0 0 0
1573638395 1093 0 0 0 0 0 0 0 0 0 0 0
1573641480 1113 0 0 0 0 0 0 0 0 0 0 0
1573643579 1119 0 0 0 0 0 0 0 0 0 0 0
1573648673 1119 0 0 0 0 0 0 0 0 0 0 0
1573648847 1119 0 0 0 0 0 0 0 0 0 0 0
1576859212 1155 0 0 0 0 0 0 0 0 0 0 0
1577134515 1155 0 0 0 0 0 0 0 0 0 0 0
1577726955 1159 0 0 0 0 0 0 0 0 0 0 0
1577727036 1167 0 0 0 0 0 0 0 0 0 0 0
1577727064 1174 0 0 0 0 0 0 0 0 0 0 0
1577782639 1174 0 0 0 0 0 0 0 0 0 0 0
1577782826 1175 0 0 0 0 0 0 0 0 0 0 0
1577788676 1175 0 0 0 0 0 0 0 0 0 0 0
1579712513 1187 0 0 0 0 0 0 0 0 0 0 0
1579775630 1187 0 0 0 0 0 0 0 0 0 0 0
1582041925 1211 0 0 0 0 0 0 0 0 0 0 0
1582108451 1246 0 0 0 0 0 0 0 0 0 0 0
1582116171 1246 0 0 0 0 0 0 0 0 0 0 0
1585154340 1246 0 0 9 0 0 0 0 0 0 0 0
1585211422 1246 0 0 11 0 0 0 0 0 0 0 0
1585214269 1246 0 0 14 0 0 0 0 0 0 0 0
1585215286 1246 0 0 15 0 0 0 0 0 0 0 0
1585219788 1246 0 0 39 0 0 0 0 0 0 0 0
1585229441 1246 0 0 39 0 0 0 0 0 0 0 0
1585231935 1246 0 0 72 0 0 0 0 0 0 0 0
1585235569 1246 0 0 74 0 0 0 0 0 0 0 0
1585235671 1246 0 0 74 0 0 0 0 0 0 0 0
1634105332 1246 0 0 74 0 0 0 0 0 0 0 0
1634121484 1246 0 0 74 0 0 0 0 0 0 0 0
1636471894 1296 0 0 74 0 0 0 0 0 0 0 0
1636478391 1296 0 0 74 0 0 0 0 0 0 0 0
1636478596 1297 0 0 74 0 0 0 0 0 0 0 0
1637919517 1300 0 0 74 0 0 0 0 0 0 0 0
1637922295 1309 0 0 74 0 0 0 0 0 0 0 0
1637931241 1309 0 0 74 0 0 0 0 0 0 0 0
1637931407 1309 0 0 74 0 0 0 0 0 0 0 0
1637947648 1346 0 0 74 0 0 0 0 0 0 0 0
1641390465 1372 0 0 74 0 0 0 0 0 0 0 0
1641390511 1375 0 0 74 0 0 0 0 0 0 0 0
1641391375 1385 0 0 74 0 0 0 0 0 0 0 0
1642068589 1385 0 0 74 0 0 0 0 0 0 0 0
1652189162 1385 0 0 74 7 0 0 0 0 0 0 0
1652190983 1385 0 0 74 8 0 0 0 0 0 0 0
1652946935 1385 0 0 74 8 0 0 0 0 0 0 0
1656064196 1385 0 0 74 8 0 0 0 0 0 0 0
1656064323 2739 0 0 74 8 0 0 0 0 0 0 0
