1563182687 1 0 0 0 0 0 0 0 0
1563188501 2 0 0 0 0 0 0 0 0
1563188711 3 0 0 0 0 0 0 0 0
1563196203 3 0 1 0 0 0 0 0 0
1563202874 3 0 2 0 0 0 0 0 0
1563203089 3 0 3 0 0 0 0 0 0
1563203200 3 0 4 0 0 0 0 0 0
1563273667 4 0 4 0 0 0 0 0 0
1563443498 4 0 5 0 0 0 0 0 0
1563522614 4 0 5 0 0 1 0 0 0
1564080438 4 0 5 0 2 1 0 0 0
1564667356 4 0 5 0 2 2 0 0 0
1564668450 4 0 6 0 2 2 0 0 0
1564670461 4 0 7 0 2 2 0 0 0
1564671875 4 0 7 0 2 3 0 0 0
1564795518 4 0 7 0 3 3 0 0 0
1564995467 4 0 7 0 3 4 0 0 0
1564995489 4 0 7 0 3 5 0 0 0
1565565664 4 0 7 0 4 5 0 0 0
1565593771 4 0 7 0 4 6 0 0 0
1570816303 5 0 8 0 4 6 0 0 0
1571029923 6 0 8 0 4 6 0 0 0
1571046154 7 0 8 0 4 6 0 0 0
1571203987 8 0 8 0 4 6 0 0 0
1571204486 9 0 8 0 4 6 0 0 0
1571204669 10 0 8 0 4 6 0 0 0
1571204718 11 0 8 0 4 6 0 0 0
1571217889 12 0 8 0 4 6 0 0 0
1571218343 12 0 9 0 4 6 0 0 0
1571223418 13 0 9 0 4 6 0 0 0
1571223632 14 0 9 0 4 6 0 0 0
1571236014 15 0 9 0 4 6 0 0 0
1572553652 16 0 9 0 4 6 0 0 0
1572610829 16 0 9 0 5 6 0 0 0
1572783821 17 0 9 0 5 6 0 0 0
1572847562 18 0 9 0 5 6 0 0 0
1572858349 19 0 9 0 5 6 0 0 0
1573198204 20 0 9 0 5 6 0 0 0
1573406092 20 0 9 1 5 6 0 0 0
1573409731 20 0 9 2 5 6 0 0 0
1574169975 20 0 9 2 5 6 0 1 0
1575029925 20 0 9 2 5 6 0 1 1
1575470667 21 0 9 2 5 6 0 1 1
1578560282 21 0 9 2 5 7 0 1 1
1580649427 21 0 10 2 5 7 0 1 1
1580710350 22 0 10 2 5 7 0 1 1
1580728589 22 0 11 2 5 7 0 1 1
1580730961 22 0 11 2 5 8 0 1 1
1583155367 22 0 11 2 6 8 0 1 1
1585747187 22 0 11 2 7 8 0 1 1
1586789950 22 0 11 3 7 8 0 1 1
1586807569 22 0 11 4 7 8 0 1 1
1586807946 22 0 11 5 7 8 0 1 1
1586808094 22 0 11 6 7 8 0 1 1
1586808407 22 0 11 7 7 8 0 1 1
1586808659 22 0 11 8 7 8 0 1 1
1586808788 22 0 11 9 7 8 0 1 1
1586886555 22 0 11 10 7 8 0 1 1
1587577991 22 0 11 11 7 8 0 1 1
1587578145 22 0 11 12 7 8 0 1 1
1587578250 22 0 11 13 7 8 0 1 1
1591192121 22 0 11 13 8 8 0 1 1
1597356987 22 0 11 13 8 8 1 1 1
1597653409 22 1 11 13 8 8 1 1 1
1597653510 22 2 11 13 8 8 1 1 1
1597653530 22 3 11 13 8 8 1 1 1
1597653580 22 4 11 13 8 8 1 1 1
1597653761 22 5 11 13 8 8 1 1 1
1597653838 22 6 11 13 8 8 3 1 1
1597676645 22 6 11 13 8 8 4 1 1
1597677288 22 7 11 13 8 8 4 1 1
1597678237 22 7 11 13 8 8 5 1 1
1597680614 22 8 11 13 8 8 5 1 1
1598534674 22 8 12 13 8 8 5 1 1
1603366445 22 8 13 13 8 8 5 1 1
1603785385 22 9 13 13 8 8 5 1 1
1603787589 22 10 13 13 8 8 5 1 1
1603787634 22 11 13 13 8 8 5 1 1
1605835674 22 11 13 13 9 8 5 1 1
1605836029 22 11 13 13 10 8 5 1 1
1605857133 22 12 13 13 10 8 5 1 1
1605857269 22 13 13 13 10 8 5 1 1
1605884791 22 13 14 13 10 8 5 1 1
1610709945 22 13 14 13 11 8 5 1 1
1610710171 22 14 14 13 11 8 5 1 1
1610712615 22 14 15 13 11 8 5 1 1
1610720903 22 14 15 13 12 8 5 1 1
1611675054 22 15 15 13 12 8 5 1 1
1612880706 22 16 15 13 12 8 5 1 1
