1568111174 1154 0 0 0 0
1571195448 1155 0 0 0 0
1571198445 1163 0 0 0 0
1571203104 1167 0 0 0 0
1573008010 1193 0 0 0 0
1573029286 1193 0 0 0 0
1573126627 1195 0 0 0 0
1573529721 1510 0 0 0 0
1573613614 1513 0 0 0 0
1573967342 1532 0 0 0 0
1573970336 1692 0 0 0 0
1574128863 1692 0 0 0 0
1577439554 1834 0 0 0 0
1577441003 1834 0 0 0 0
1578302210 1849 0 0 0 0
1578369759 1926 0 0 0 0
1578372255 1926 0 0 0 0
1578373102 1927 0 0 0 0
1578373273 1927 0 0 0 0
1579755121 2008 0 0 0 0
1579763246 2062 0 0 0 0
1581125970 2085 0 0 0 0
1583793466 2085 231 0 0 0
1583921890 2085 235 0 0 0
1585166424 2085 239 0 0 0
1585619991 2085 338 0 0 0
1585690454 2085 375 0 0 0
1585705887 2085 375 0 0 0
1586159753 2085 375 5 0 0
1586408540 2085 375 5 0 0
1587436182 2133 375 5 0 0
1588012357 2133 543 5 0 0
1588143805 2133 595 5 0 0
1588223816 2133 606 5 0 0
1588969979 2133 775 5 0 0
1589404454 2133 777 5 0 0
1589577256 2133 777 5 0 129
1590033120 2133 778 5 0 129
1590714029 2158 778 5 0 129
1591961693 2164 778 5 0 129
1594954404 2174 778 5 0 129
1595306278 2356 778 5 0 129
1595311525 2359 778 5 0 129
1596177447 2367 778 5 0 129
1596803025 2413 778 5 0 129
1596854006 2424 778 5 0 129
1597995389 2426 778 5 0 129
1601947837 2433 778 5 0 129
1602636080 2654 778 5 0 129
1602638905 2674 778 5 0 129
1604889867 2761 778 5 0 129
1604890331 2842 778 5 0 129
1611289240 2842 778 5 9 129
1612359560 2842 786 5 9 129
