1512744411 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1512744555 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1576273532 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1576518340 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1576602754 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1576605552 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1576863227 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1579163316 2 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1582680411 2 0 5 0 0 0 0 1 0 0 0 0 1 0 0 0 0
1582759502 2 0 5 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1582781846 3 0 5 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1582781951 4 0 5 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1584085606 4 0 6 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1584086349 5 0 6 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1584086710 6 0 6 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1584086815 6 0 7 0 0 0 0 2 0 0 0 0 1 0 0 0 0
1584347662 6 0 7 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1584373676 7 0 7 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1584661037 7 0 8 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1584685766 7 0 9 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1585074228 7 0 10 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1585149330 8 0 10 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1585329206 8 0 11 1 0 0 0 2 0 0 0 0 1 0 0 0 0
1588047113 8 0 11 2 0 0 0 2 0 0 0 0 1 0 0 0 0
1588086647 9 0 11 2 0 0 0 2 0 0 0 0 1 0 0 0 0
1588203982 10 0 11 2 0 0 0 2 0 0 0 0 1 0 0 0 0
1595900686 10 0 11 2 0 1 0 2 0 0 0 0 1 0 0 0 0
1595904000 11 0 11 2 0 1 0 2 0 0 0 0 1 0 0 0 0
1596061601 11 0 11 2 0 2 0 2 0 0 0 0 1 0 0 0 0
1596063127 12 0 11 2 0 2 0 2 0 0 0 0 1 0 0 0 0
1597208103 12 0 11 2 0 2 0 2 0 0 0 1 1 0 0 0 0
1597261176 13 0 11 2 0 2 0 2 0 0 0 1 1 0 0 0 0
1599079691 13 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1599147784 14 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600456683 15 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600717409 16 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600718961 17 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600719058 18 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600724368 19 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600725273 20 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600900419 21 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1600901286 22 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
1601417279 23 0 11 2 0 3 0 2 0 0 0 1 1 0 0 0 0
