1559137685 0 0 0 0 0 0 0 0 0 0 0
1559149327 0 0 349 0 0 0 0 0 0 0 0
1560245656 0 0 350 0 0 0 0 0 0 0 0
1560249957 0 0 369 0 0 0 0 0 0 0 0
1560323132 0 0 370 0 0 0 0 0 0 0 0
1560323309 0 0 387 0 0 0 0 0 0 0 0
1560769529 0 0 392 0 0 0 0 0 0 0 0
1561117657 0 0 432 0 0 0 0 0 0 0 0
1561733959 0 0 451 0 0 0 0 0 0 0 0
1561981377 0 0 451 0 0 0 16 0 0 0 0
1562053121 0 0 451 0 0 0 19 0 0 0 0
1562053576 0 0 451 0 0 0 19 0 0 0 0
1562330226 0 0 451 0 0 0 44 0 0 0 0
1562335876 0 0 451 0 0 0 44 0 0 0 0
1564492896 0 0 451 0 0 0 44 0 0 26 0
1564498558 0 0 451 0 0 0 44 0 0 26 1
1564558616 0 0 451 0 0 0 44 0 0 26 1
1564997255 0 0 451 0 0 0 333 0 0 26 1
1564997857 0 0 451 0 0 0 335 0 0 26 1
1565002347 0 0 451 0 0 0 341 0 0 26 1
1565003021 0 0 451 0 0 0 341 206 0 26 1
1565031387 0 0 451 0 0 0 341 237 0 26 1
1565144956 0 0 451 0 0 0 341 237 0 26 1
1565355946 0 0 451 0 32 0 341 237 0 26 1
1565357069 0 0 451 0 34 0 341 237 0 26 1
1565357182 0 0 451 0 38 0 341 237 0 26 1
1565360262 0 0 451 0 41 0 341 237 0 26 1
1565706018 0 0 451 0 41 0 341 237 33 26 1
1565706864 0 0 451 0 41 0 341 237 33 26 1
1568392322 0 0 451 0 42 0 341 237 33 26 1
1568393020 0 0 451 0 42 0 341 237 33 26 1
1569848752 0 0 451 0 45 0 341 237 33 26 1
1569850491 0 0 451 0 45 0 341 237 33 26 1
1569851029 0 0 451 0 48 0 341 237 33 26 1
1569851495 0 0 451 0 49 0 341 237 33 26 1
1570020969 0 0 451 0 49 0 341 237 33 26 1
1570022327 0 0 451 0 49 0 341 237 33 26 1
1570044309 0 0 451 0 49 0 341 239 33 26 1
1570461608 0 0 451 0 49 0 341 239 33 26 1
1571207792 0 0 451 0 49 1 341 239 33 26 1
1571208112 0 0 451 0 49 24 341 239 33 26 1
1571208197 0 0 451 0 49 26 341 239 33 26 1
1571223781 0 0 451 0 49 35 341 239 33 26 1
1571224480 0 0 451 0 49 45 341 239 33 26 1
1571225531 0 0 451 0 49 45 341 239 33 26 1
1572548640 0 0 451 0 49 49 341 239 33 26 1
1572786372 0 0 451 0 49 54 341 239 33 26 1
1572955111 0 0 451 0 49 54 341 239 33 26 1
1572955749 0 0 451 0 49 54 341 239 33 26 1
1573732217 0 0 453 0 49 54 341 239 33 26 1
1582033425 0 0 454 0 49 54 341 239 33 26 1
1601513673 0 0 458 0 49 54 341 239 33 26 1
1610115550 0 9 458 0 49 54 341 239 33 26 1
1610983133 0 10 458 0 49 54 341 239 33 26 1
1610983290 0 11 458 0 49 54 341 239 33 26 1
1610987574 0 11 458 0 49 54 341 239 33 26 1
1611089556 0 194 458 0 49 54 341 239 33 26 1
1611160797 0 199 458 0 49 54 341 239 33 26 1
1611161580 0 202 458 0 49 54 341 239 33 26 1
1611162532 0 229 458 0 49 54 341 239 33 26 1
1611162721 0 241 458 0 49 54 341 239 33 26 1
1611162782 0 242 458 0 49 54 341 239 33 26 1
1611169565 0 242 458 0 49 54 341 239 33 26 1
1611218704 0 243 458 0 49 54 341 239 33 26 1
1611218745 0 252 458 0 49 54 341 239 33 26 1
1611218781 0 252 458 0 49 54 341 239 33 26 1
1611229366 0 252 458 0 49 54 341 239 33 26 1
1611321872 0 264 458 0 49 54 341 239 33 26 1
1611326358 0 520 458 0 49 54 341 239 33 26 1
1611327646 0 520 458 0 49 54 341 239 33 26 1
1611330632 0 520 525 0 49 54 341 239 33 26 1
1611334414 0 787 525 0 49 54 341 239 33 26 1
1611564168 0 787 525 0 49 54 341 239 33 26 1
1616136114 0 787 529 0 49 54 341 239 33 26 1
1616443661 0 787 529 0 49 54 341 239 33 26 1
1616618225 0 787 530 0 49 54 341 239 33 26 1
1620660488 0 787 530 0 49 54 341 239 33 26 1
1625125639 0 787 534 0 49 54 341 239 33 26 1
1636546881 0 787 534 1837 49 54 341 239 33 26 1
1636548356 0 787 534 1901 49 54 341 239 33 26 1
1636641761 0 787 534 1932 49 54 341 239 33 26 1
1636641958 0 787 534 1986 49 54 341 239 33 26 1
1636642042 0 787 534 2029 49 54 341 239 33 26 1
1636642128 0 787 534 2102 49 54 341 239 33 26 1
1636642192 0 787 534 2167 49 54 341 239 33 26 1
1636642571 0 787 534 2167 49 54 341 239 33 26 1
1636995789 0 787 534 2172 49 54 341 239 33 26 1
1636997070 0 787 534 2176 49 54 341 239 33 26 1
1637054264 0 787 534 2302 49 54 341 239 33 26 1
1637054719 0 787 534 2305 49 54 341 239 33 26 1
1637067748 0 787 534 2306 49 54 341 239 33 26 1
1637069454 0 787 534 2307 49 54 341 239 33 26 1
1637072446 0 787 534 2307 49 54 341 239 33 26 1
