1642278517 1 0 0 0
1642278527 2 0 0 0
1642278540 3 0 0 0
1642278580 4 0 0 0
1642278592 5 0 0 0
1642279493 6 0 0 0
1642279523 7 0 0 0
1642279581 8 0 0 0
1642486987 9 0 0 0
1642487905 10 0 0 0
1642488522 11 0 0 0
1642489183 12 0 0 0
1642546357 13 0 0 0
1642546778 14 0 0 0
1642547791 15 0 0 0
1642548001 16 0 0 0
1642549287 17 0 0 0
1643590158 18 0 0 0
1644623467 19 0 0 0
1652990362 20 0 0 0
1652990722 21 0 0 0
1653007282 22 0 0 0
1660242686 23 0 0 0
1662597941 23 0 1 0
1662651794 23 0 1 1
1663777631 24 0 1 1
1665770570 25 0 1 1
1665948173 25 1 1 1
1667848156 26 1 1 1
1669666923 27 1 1 1
1669761861 28 1 1 1
1670608684 29 1 1 1
1671056361 30 1 1 1
1671758906 31 1 1 1
1673569778 32 1 1 1
1673569935 33 1 1 1
1673570772 34 1 1 1
1673570815 35 1 1 1
1673571886 36 1 1 1
1673574352 37 1 1 1
1673627228 38 1 1 1
1673811740 39 1 1 1
1673971220 40 1 1 1
1678808034 41 1 1 1
1680802277 42 1 1 1
1686266676 43 1 1 1
1686268296 44 1 1 1
