1638566868 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638576837 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638630979 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638632568 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638635464 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638640402 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638822759 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638827653 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638918474 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1639235774 9 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639258071 10 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639362440 11 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639372252 11 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639494081 12 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639510623 13 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639785904 14 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639923918 16 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640050885 17 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640119248 18 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640119915 19 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640129222 20 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640198195 21 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1641521088 22 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1641595218 23 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1642813705 23 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0
1643037589 24 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0
1644519341 25 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0
1645163404 26 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0
1645887993 26 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0
1648240560 27 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0
1648437782 29 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0
1650137909 29 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1650323928 30 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1650324867 31 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1650325327 32 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1650480024 33 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1651014139 34 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1651021421 35 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1651270949 36 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1651774148 37 1 0 0 0 0 0 2 0 0 1 0 0 1 0 0
1651804808 37 1 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1652743303 38 1 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1654028422 39 1 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1654103839 39 2 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1654188522 40 2 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1654275287 40 3 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1654297725 40 4 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1654906845 40 5 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1655303618 40 6 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1655444535 40 7 0 0 0 0 0 2 0 0 1 1 0 1 0 0
1655473980 40 7 0 1 0 0 0 2 0 0 1 1 0 1 0 0
1655474317 40 7 0 2 0 0 0 2 0 0 1 1 0 1 0 0
1655474342 40 7 0 3 0 0 0 2 0 0 1 1 0 1 0 0
1655485507 41 7 0 3 0 0 0 2 0 0 1 1 0 1 0 0
1655784277 41 8 0 3 0 0 0 2 0 0 1 1 0 1 0 0
1656385447 41 9 0 3 0 0 0 2 0 0 1 1 0 1 0 0
1656626993 41 9 0 4 0 0 0 2 0 0 1 1 0 1 0 0
1657769031 41 9 0 5 0 0 0 2 0 0 1 1 0 1 0 0
1657769049 41 9 0 6 0 0 0 2 0 0 1 1 0 1 0 0
1657769080 41 9 0 7 0 0 0 2 0 0 1 1 0 1 0 0
1657769150 41 9 0 8 0 0 0 2 0 0 1 1 0 1 0 0
1657770220 41 9 0 9 0 0 0 2 0 0 1 1 0 1 0 0
1659043064 41 10 0 9 0 0 0 2 0 0 1 1 0 1 0 0
1659054043 41 11 0 9 0 0 0 2 0 0 1 1 0 1 0 0
1659063753 41 11 0 10 0 0 0 2 0 0 1 1 0 1 0 0
1659071812 41 12 0 10 0 0 0 2 0 0 1 1 0 1 0 0
1659152262 41 13 0 10 0 0 0 2 0 0 1 1 0 1 0 0
1659153730 41 14 0 10 0 0 0 2 0 0 1 1 0 1 0 0
1659374506 41 15 0 10 0 0 0 2 0 0 1 1 0 1 0 0
1659481002 41 16 0 10 0 0 0 2 0 0 1 1 0 1 0 0
1659711731 41 16 0 11 0 0 0 2 0 0 1 1 0 1 0 0
1659711758 41 16 0 12 0 0 0 2 0 0 1 1 0 1 0 0
1659916808 41 17 0 12 0 0 0 2 0 0 1 1 0 1 0 0
1661197176 41 17 1 12 0 0 0 2 0 0 1 1 0 1 0 0
1661276822 41 17 1 13 0 0 0 2 0 0 1 1 0 1 0 0
1661575821 41 18 1 13 0 0 0 2 0 0 1 1 0 1 0 0
1661938217 41 18 1 13 0 0 0 2 0 0 1 1 0 1 1 0
1661951448 41 19 1 13 0 0 0 2 0 0 1 1 0 1 1 0
1662059374 41 20 1 13 0 0 0 2 0 0 1 1 0 1 1 0
1662171518 42 20 1 13 0 0 0 2 0 0 1 1 0 1 1 0
1662171879 42 20 1 13 0 0 0 2 1 0 1 1 0 1 1 0
1663133780 42 21 1 13 0 0 0 2 1 0 1 1 0 1 1 0
1663624317 42 21 1 14 0 0 0 2 1 0 1 1 0 1 1 0
1663950871 42 21 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1664210344 43 21 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1664838751 43 22 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667416179 43 23 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667426489 43 24 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667435124 43 25 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667455442 43 26 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667458028 43 27 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667492906 43 28 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667594604 43 29 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1667893715 43 30 2 14 0 0 0 2 1 0 1 1 0 1 1 0
1668114321 43 30 3 14 0 0 0 2 1 0 1 1 0 1 1 0
1668115501 43 30 4 14 0 0 0 2 1 0 1 1 0 1 1 0
1668116164 43 30 5 14 0 0 0 2 1 0 1 1 0 1 1 0
1668117213 43 30 6 14 0 0 0 2 1 0 1 1 0 1 1 0
