1638566868 996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638576837 1242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638630979 1704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638632568 1728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638635464 1732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638640402 1856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638822759 2326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638827653 2329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1638918474 2351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1639235774 2351 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639258071 2418 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639362440 2437 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639372252 2437 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639494081 2438 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639510623 2596 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639785904 2596 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1639923918 2870 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640050885 2937 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640119248 2978 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640119915 3014 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640129222 3072 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1640198195 3073 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1641521088 3149 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1641595218 3165 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1642813705 3165 1 0 0 0 0 0 1 0 0 0 0 0 16 0 0
1643037589 3214 1 0 0 0 0 0 1 0 0 0 0 0 16 0 0
1644519341 3218 1 0 0 0 0 0 1 0 0 0 0 0 16 0 0
1645163404 3353 1 0 0 0 0 0 1 0 0 0 0 0 16 0 0
1645887993 3353 1 0 0 0 0 0 7 0 0 0 0 0 16 0 0
1648240560 3530 1 0 0 0 0 0 7 0 0 0 0 0 16 0 0
1648437782 3561 1 0 0 0 0 0 7 0 0 0 0 0 16 0 0
1650137909 3561 1 0 0 0 0 0 7 0 0 2 0 0 16 0 0
1650323928 3648 1 0 0 0 0 0 7 0 0 2 0 0 16 0 0
1650324867 3665 1 0 0 0 0 0 7 0 0 2 0 0 16 0 0
