1544908763 1 0 0 0
1545428027 2 0 0 0
1545428095 3 0 0 0
1545505247 4 0 0 0
1545506562 5 0 0 0
1545508743 6 0 0 0
1545523894 7 0 0 0
1545530074 8 0 0 0
1547097480 9 0 0 0
1547099243 10 0 0 0
1547099499 11 0 0 0
1547100777 12 0 0 0
1547319079 13 0 0 0
1547327338 15 0 0 0
1547494214 16 0 0 0
1547934252 17 0 0 0
1548211370 18 0 0 0
1548627301 19 0 0 0
1548637354 20 0 0 0
1548819556 21 0 0 0
1549511810 22 0 0 0
1549512390 23 0 0 0
1550032950 24 0 0 0
1551592776 25 0 0 0
1551593667 26 0 0 0
1551594217 27 0 0 0
1569650307 28 0 0 0
1569650398 29 0 0 0
1569658159 30 0 0 0
1570100386 31 0 0 0
1570100736 32 0 0 0
1570100801 33 0 0 0
1570713063 34 0 0 0
1570713219 35 0 0 0
1570713581 36 0 0 0
1570713688 37 0 0 0
1570786239 38 0 0 0
1571470132 39 0 0 0
1571471524 40 0 0 0
1614049452 40 0 0 1
1625064859 40 1 0 1
1625399828 41 1 0 1
1651042143 42 1 0 1
1651042176 43 1 0 1
1651117789 44 1 0 1
1651119616 45 1 0 1
1660193197 46 1 0 1
1660194990 47 1 0 1
1660197598 48 1 0 1
1683963526 49 1 0 1
1683964463 50 1 0 1
1683965918 51 1 0 1
1683967465 52 1 0 1
1683979150 53 1 0 1
1683981592 54 1 0 1
1683987811 55 1 0 1
1684041693 56 1 0 1
1684043859 57 1 0 1
1684049009 58 1 0 1
1684053955 59 1 0 1
1684055189 60 1 1 1
1684122126 61 1 1 1
1684123580 62 1 1 1
1684125898 63 1 1 1
1684131116 64 1 1 1
