1544908763 670 0 0 0
1545428027 742 0 0 0
1545428095 749 0 0 0
1545505247 852 0 0 0
1545506562 881 0 0 0
1545508743 890 0 0 0
1545523894 893 0 0 0
1545530074 940 0 0 0
1547097480 973 0 0 0
1547099243 1019 0 0 0
1547099499 1025 0 0 0
1547100777 1028 0 0 0
1547319079 1034 0 0 0
1547327338 2908 0 0 0
1547494214 8552 0 0 0
1547934252 8736 0 0 0
1548211370 8742 0 0 0
1548627301 8781 0 0 0
1548637354 8792 0 0 0
1548819556 8802 0 0 0
1549511810 8888 0 0 0
1549512390 8889 0 0 0
1550032950 9052 0 0 0
1551592776 9559 0 0 0
1551593667 9661 0 0 0
1551594217 9717 0 0 0
1569650307 9767 0 0 0
1569650398 9768 0 0 0
1569658159 9770 0 0 0
1570100386 9783 0 0 0
1570100736 9783 0 0 0
1570100801 9807 0 0 0
1570713063 9808 0 0 0
1570713219 9821 0 0 0
1570713581 9855 0 0 0
1570713688 9856 0 0 0
1570786239 9857 0 0 0
1571470132 9858 0 0 0
1571471524 9860 0 0 0
1614049452 9860 0 0 12
1625064859 9860 1 0 12
1625399828 9862 1 0 12
1651042143 9894 1 0 12
1651042176 9907 1 0 12
1651117789 9919 1 0 12
1651119616 9922 1 0 12
1660193197 10187 1 0 12
1660194990 10189 1 0 12
1660197598 10191 1 0 12
1683963526 10195 1 0 12
1683964463 10248 1 0 12
1683965918 10251 1 0 12
1683967465 10264 1 0 12
1683979150 10266 1 0 12
1683981592 10318 1 0 12
1683987811 10319 1 0 12
1684041693 10502 1 0 12
1684043859 10533 1 0 12
1684049009 10894 1 0 12
1684053955 11213 1 0 12
1684055189 11215 1 267 12
1684122126 11241 1 267 12
1684123580 11246 1 267 12
1684125898 11532 1 267 12
1684131116 11536 1 267 12
